Board Number|Board Name|School Number|School Name|School Level|School Type|School Language|Enrolment
B66052|Toronto DSB|413305|O'Connor PS|Elementary|Public|English|185
B66052|Toronto DSB|413739|Oakdale Park Md S|Elementary|Public|English|420
B66052|Toronto DSB|414387|Oakridge Jr PS|Elementary|Public|English|565
B66052|Toronto DSB|932191|Oakwood CI|Secondary|Public|English|415
B66052|Toronto DSB|932116|Oasis Alternative SS|Secondary|Public|English|120
B66052|Toronto DSB|415812|Ogden Jr PS|Elementary|Public|English|225
B66052|Toronto DSB|419710|Orde Street PS|Elementary|Public|English|455
B66052|Toronto DSB|421537|Oriole Park Jr PS|Elementary|Public|English|275
B66052|Toronto DSB|427772|Ossington/Old Orchard Jr PS|Elementary|Public|English|310
B66052|Toronto DSB|429333|Owen PS|Elementary|Public|English|530
B66052|Toronto DSB|432326|Palmerston Avenue Jr PS|Elementary|Public|English|430
B66052|Toronto DSB|432849|Pape Avenue Jr PS|Elementary|Public|English|390
B66052|Toronto DSB|431656|Park Lane PS|Elementary|Public|English|65
B66052|Toronto DSB|433756|Park Lawn Jr & Md S|Elementary|Public|English|530
B66052|Toronto DSB|933759|Parkdale CI|Secondary|Public|English|515
B66052|Toronto DSB|434140|Parkdale Jr & Sr PS|Elementary|Public|English|520
B66052|Toronto DSB|434400|Parkfield Jr S|Elementary|Public|English|300
B66052|Toronto DSB|435180|Parkside E S|Elementary|Public|English|175
B66052|Toronto DSB|939480|Parkview Alternative School|Secondary|Public|English|80
B66052|Toronto DSB|437581|Pauline Johnson Jr PS|Elementary|Public|English|310
B66052|Toronto DSB|437522|Pauline Jr PS|Elementary|Public|English|265
B66052|Toronto DSB|439479|Pelmo Park PS|Elementary|Public|English|280
B66052|Toronto DSB|438014|Percy Williams Jr PS|Elementary|Public|English|340
B66052|Toronto DSB|441554|Perth Avenue Jr PS|Elementary|Public|English|420
B66052|Toronto DSB|443697|Pierre Laporte Md S|Elementary|Public|English|405
B66052|Toronto DSB|445525|Pineway PS|Elementary|Public|English|140
B66052|Toronto DSB|448575|Pleasant PS|Elementary|Public|English|405
B66052|Toronto DSB|448958|Pleasant View Md S|Elementary|Public|English|345
B66052|Toronto DSB|450138|Poplar Road Jr PS|Elementary|Public|English|225
B66052|Toronto DSB|451320|Port Royal PS|Elementary|Public|English|420
B66052|Toronto DSB|450332|Portage Trail Community S|Elementary|Public|English|610
B66052|Toronto DSB|452343|Presteign Heights E S|Elementary|Public|English|210
B66052|Toronto DSB|457809|Princess Margaret Jr S|Elementary|Public|English|350
B66052|Toronto DSB|461830|Queen Alexandra Md S|Elementary|Public|English|345
B66052|Toronto DSB|465739|Queen Victoria Jr PS|Elementary|Public|English|785
B66052|Toronto DSB|467162|Quest Alternative S Sr|Elementary|Public|English|65
B66052|Toronto DSB|937266|R H King Academy|Secondary|Public|English|1275
B66052|Toronto DSB|467685|R H McGregor E S|Elementary|Public|English|745
B66052|Toronto DSB|467812|R J Lang E & Md S|Elementary|Public|English|465
B66052|Toronto DSB|474541|Ranchdale PS|Elementary|Public|English|230
B66052|Toronto DSB|476390|Rawlinson Community S|Elementary|Public|English|715
B66052|Toronto DSB|479640|Regal Road Jr PS|Elementary|Public|English|580
B66052|Toronto DSB|479900|Regent Heights PS|Elementary|Public|English|555
B66052|Toronto DSB|287504|Rene Gordon Health and Wellness Academy|Elementary|Public|English|265
B66052|Toronto DSB|938173|Richview CI|Secondary|Public|English|1050
B66052|Toronto DSB|485101|Rippleton PS|Elementary|Public|English|280
B66052|Toronto DSB|485756|Rivercrest Jr S|Elementary|Public|English|225
B66052|Toronto DSB|939080|Riverdale CI|Secondary|Public|English|1210
B66052|Toronto DSB|487872|Robert Service Sr PS|Elementary|Public|English|165
B66052|Toronto DSB|488348|Rockcliffe Md S|Elementary|Public|English|305
B66052|Toronto DSB|488488|Rockford PS|Elementary|Public|English|725
B66052|Toronto DSB|489000|Roden PS|Elementary|Public|English|455
B66052|Toronto DSB|489522|Rolph Road E S|Elementary|Public|English|360
B66052|Toronto DSB|490300|Rose Avenue Jr PS|Elementary|Public|English|715
B66052|Toronto DSB|898910|Rosedale Heights School of the Arts|Secondary|Public|English|1070
B66052|Toronto DSB|490954|Rosedale Jr PS|Elementary|Public|English|250
B66052|Toronto DSB|491349|Roselands Jr PS|Elementary|Public|English|320
B66052|Toronto DSB|491730|Rosethorn Jr S|Elementary|Public|English|420
B66052|Toronto DSB|493120|Rouge Valley PS|Elementary|Public|English|230
B66052|Toronto DSB|493554|Roywood PS|Elementary|Public|English|175
B66052|Toronto DSB|939609|Runnymede CI|Secondary|Public|English|540
B66052|Toronto DSB|493686|Runnymede Jr & Sr PS|Elementary|Public|English|980
B66052|Toronto DSB|495506|Ryerson Community School Jr Sr|Elementary|Public|English|500
B66052|Toronto DSB|949744|SATEC @ W A Porter CI|Secondary|Public|English|1200
B66052|Toronto DSB|936669|SEED Alternative S|Secondary|Public|English|110
B66052|Toronto DSB|497665|Samuel Hearne PS|Elementary|Public|English|370
B66052|Toronto DSB|940445|Scarborough Centre for Alternative Studi|Secondary|Public|English|400
B66052|Toronto DSB|501972|Scarborough Village PS|Elementary|Public|English|220
B66052|Toronto DSB|940623|School of Experiential Education|Secondary|Public|English|90
B66052|Toronto DSB|940720|School of Life Experience|Secondary|Public|English|130
B66052|Toronto DSB|504866|Second Street Jr Md S|Elementary|Public|English|485
B66052|Toronto DSB|504998|Secord E S|Elementary|Public|English|680
B66052|Toronto DSB|505250|Selwyn E S|Elementary|Public|English|240
B66052|Toronto DSB|013226|Seneca Hill PS|Elementary|Public|English|305
B66052|Toronto DSB|505587|Seneca S|Elementary|Public|English|75
B66052|Toronto DSB|506036|Seventh Street Jr S|Elementary|Public|English|210
B66052|Toronto DSB|508110|Shaughnessy PS|Elementary|Public|English|220
B66052|Toronto DSB|509280|Sheppard PS|Elementary|Public|English|185
B66052|Toronto DSB|511102|Shirley Street Jr PS|Elementary|Public|English|175
B66052|Toronto DSB|511137|Shoreham PS|Elementary|Public|English|250
B66052|Toronto DSB|514314|Silver Springs PS|Elementary|Public|English|380
B66052|Toronto DSB|941425|Silverthorn CI|Secondary|Public|English|885
B66052|Toronto DSB|287300|Silverthorn Community S|Elementary|Public|English|305
B66052|Toronto DSB|515132|Sir Adam Beck Jr S|Elementary|Public|English|410
B66052|Toronto DSB|515272|Sir Alexander Mackenzie Sr PS|Elementary|Public|English|400
B66052|Toronto DSB|515337|Sir Ernest MacMillan Sr PS|Elementary|Public|English|375
B66052|Toronto DSB|941948|Sir John A Macdonald CI|Secondary|Public|English|1155
B66052|Toronto DSB|941972|Sir Oliver Mowat CI|Secondary|Public|English|1085
B66052|Toronto DSB|535311|Sir Samuel B Steele Jr PS|Elementary|Public|English|375
B66052|Toronto DSB|942200|Sir Wilfrid Laurier CI|Secondary|Public|English|1360
B66052|Toronto DSB|942367|Sir William Osler HS|Secondary|Public|English|205
B66052|Toronto DSB|517348|Sloane PS|Elementary|Public|English|300
B66052|Toronto DSB|518840|Smithfield Md S|Elementary|Public|English|635
B66052|Toronto DSB|960413|South East Year Round Alternative Centre|Secondary|Public|English|75
B66052|Toronto DSB|520110|Spectrum Alternative Sr S|Elementary|Public|English|60
B66052|Toronto DSB|528269|Sprucecourt Jr PS|Elementary|Public|English|320
B66052|Toronto DSB|529176|St Andrew's Md S|Elementary|Public|English|405
B66052|Toronto DSB|528919|St Andrews PS|Elementary|Public|English|365
B66052|Toronto DSB|529958|St George's Jr S|Elementary|Public|English|190
B66052|Toronto DSB|531022|St Margaret's PS|Elementary|Public|English|295
B66052|Toronto DSB|534374|Stanley PS|Elementary|Public|English|315
B66052|Toronto DSB|535443|Steelesview PS|Elementary|Public|English|290
B66052|Toronto DSB|945250|Stephen Leacock CI|Secondary|Public|English|620
B66052|Toronto DSB|536970|Stilecroft PS|Elementary|Public|English|260
B66052|Toronto DSB|946192|Subway Academy I|Secondary|Public|English|80
B66052|Toronto DSB|946338|Subway Academy II|Secondary|Public|English|95
B66052|Toronto DSB|542040|Summit Heights PS|Elementary|Public|English|370
B66052|Toronto DSB|543349|Sunny View Jr & Sr PS|Elementary|Public|English|85
B66052|Toronto DSB|543470|Sunnylea Jr S|Elementary|Public|English|300
B66052|Toronto DSB|544388|Swansea Junior and Senior Jr & Sr PS|Elementary|Public|English|935
B66052|Toronto DSB|547875|Tam O'Shanter Jr PS|Elementary|Public|English|355
B66052|Toronto DSB|586765|Taylor Creek PS|Elementary|Public|English|415
B66052|Toronto DSB|550647|Tecumseh Sr PS|Elementary|Public|English|260
B66052|Toronto DSB|609900|Terraview-Willowfield PS|Elementary|Public|English|290
B66052|Toronto DSB|536393|Terry Fox PS|Elementary|Public|English|425
B66052|Toronto DSB|551279|The Elms Jr Md S|Elementary|Public|English|380
B66052|Toronto DSB|526890|The Grove Community S|Elementary|Public|English|130
B66052|Toronto DSB|947300|The Student S|Secondary|Public|English|100
B66052|Toronto DSB|555169|The Waterfront S|Elementary|Public|English|235
B66052|Toronto DSB|947407|Thistletown CI|Secondary|Public|English|480
B66052|Toronto DSB|422237|Thomas L Wells PS|Elementary|Public|English|545
B66052|Toronto DSB|552704|Thorncliffe Park PS|Elementary|Public|English|1420
B66052|Toronto DSB|553093|Three Valleys PS|Elementary|Public|English|290
B66052|Toronto DSB|556793|Timberbank Jr PS|Elementary|Public|English|250
B66052|Toronto DSB|557200|Tom Longboat Junior PS|Elementary|Public|English|285
B66052|Toronto DSB|557382|Topcliff PS|Elementary|Public|English|365
B66052|Toronto DSB|607827|Tredway Woodsworth PS|Elementary|Public|English|760
B66052|Toronto DSB|562580|Tumpane PS|Elementary|Public|English|415
B66052|Toronto DSB|563234|Twentieth Street Jr S|Elementary|Public|English|160
B66052|Toronto DSB|949027|Ursula Franklin Academy|Secondary|Public|English|525
B66052|Toronto DSB|569135|Valley Park Md S|Elementary|Public|English|980
B66052|Toronto DSB|569607|Valleyfield Jr S|Elementary|Public|English|315
B66052|Toronto DSB|949353|Victoria Park CI|Secondary|Public|English|1235
B66052|Toronto DSB|574546|Victoria Park E S|Elementary|Public|English|160
B66052|Toronto DSB|576239|Victoria Village PS|Elementary|Public|English|275
B66052|Toronto DSB|579092|Vradenburg Jr PS|Elementary|Public|English|235
B66052|Toronto DSB|586374|Walter Perry Jr PS|Elementary|Public|English|330
B66052|Toronto DSB|587028|Warren Park Jr PS|Elementary|Public|English|195
B66052|Toronto DSB|591050|Wedgewood Jr S|Elementary|Public|English|460
B66052|Toronto DSB|593915|Wellesworth Jr S|Elementary|Public|English|165
B66052|Toronto DSB|928852|West End Alternative S|Secondary|Public|English|80
B66052|Toronto DSB|595608|West Glen Jr S|Elementary|Public|English|170
B66052|Toronto DSB|951560|West Hill CI|Secondary|Public|English|680
B66052|Toronto DSB|596256|West Hill PS|Elementary|Public|English|230
B66052|Toronto DSB|951749|West Humber CI|Secondary|Public|English|1075
B66052|Toronto DSB|596388|West Humber Jr Md S|Elementary|Public|English|450
B66052|Toronto DSB|597554|West Preparatory Jr PS|Elementary|Public|English|545
B66052|Toronto DSB|597686|West Rouge Jr PS|Elementary|Public|English|310
B66052|Toronto DSB|951951|Western T & CS|Secondary|Public|English|1100
B66052|Toronto DSB|602108|Westmount Jr S|Elementary|Public|English|225
B66052|Toronto DSB|952605|Weston CI|Secondary|Public|English|965
B66052|Toronto DSB|602850|Weston Memorial Jr PS|Elementary|Public|English|305
B66052|Toronto DSB|952818|Westview Centennial SS|Secondary|Public|English|855
B66052|Toronto DSB|603015|Westway Jr S|Elementary|Public|English|225
B66052|Toronto DSB|603406|Westwood Md S|Elementary|Public|English|370
B66052|Toronto DSB|952990|Wexford Collegiate School for the Arts|Secondary|Public|English|1135
B66052|Toronto DSB|603929|Wexford PS|Elementary|Public|English|390
B66052|Toronto DSB|605166|White Haven Jr PS|Elementary|Public|English|485
B66052|Toronto DSB|605611|Whitney Jr PS|Elementary|Public|English|280
B66052|Toronto DSB|607177|Wilkinson Jr PS|Elementary|Public|English|500
B66052|Toronto DSB|607304|William Burgess E S|Elementary|Public|English|370
B66052|Toronto DSB|607550|William G Davis Jr PS|Elementary|Public|English|265
B66052|Toronto DSB|607568|William G Miller Jr PS|Elementary|Public|English|540
B66052|Toronto DSB|679054|William J McCordic S|Elementary|Public|English|75
B66052|Toronto DSB|950130|William Lyon Mackenzie CI|Secondary|Public|English|1430
B66052|Toronto DSB|609250|Williamson Road Jr PS|Elementary|Public|English|575
B66052|Toronto DSB|609510|Willow Park Jr PS|Elementary|Public|English|355
B66052|Toronto DSB|609773|Willowdale Md S|Elementary|Public|English|540
B66052|Toronto DSB|089516|Wilmington E S|Elementary|Public|English|240
B66052|Toronto DSB|613282|Winchester Jr & Sr PS|Elementary|Public|English|455
B66052|Toronto DSB|614882|Windfields Md S|Elementary|Public|English|665
B66052|Toronto DSB|615366|Winona Drive Sr PS|Elementary|Public|English|415
B66052|Toronto DSB|954039|Winston Churchill CI|Secondary|Public|English|565
B66052|Toronto DSB|616141|Withrow Avenue Jr PS|Elementary|Public|English|585
B66052|Toronto DSB|954160|Woburn CI|Secondary|Public|English|910
B66052|Toronto DSB|616532|Woburn Jr PS|Elementary|Public|English|385
B66052|Toronto DSB|617210|Woodbine Md S|Elementary|Public|English|360
B66052|Toronto DSB|954640|York Humber HS|Secondary|Public|English|190
B66052|Toronto DSB|954683|York Memorial CI|Secondary|Public|English|885
B66052|Toronto DSB|954810|York Mills CI|Secondary|Public|English|1240
B66052|Toronto DSB|954942|Yorkdale SS|Secondary|Public|English|415
B66052|Toronto DSB|624594|Yorkview PS|Elementary|Public|English|460
B66052|Toronto DSB|624756|Yorkwoods PS|Elementary|Public|English|390
B66052|Toronto DSB|625132|Zion Heights Md S|Elementary|Public|English|490
B66052|Toronto DSB|599135|da Vinci School|Elementary|Public|English|85
B66052|Toronto DSB|186880|Étienne Brûlé Jr S|Elementary|Public|English|215
B66087|Trillium Lakelands DSB|890170|AAEC's/e-Learning|Secondary|Public|English|990
B66087|Trillium Lakelands DSB|010219|Alexandra PS|Elementary|Public|English|150
B66087|Trillium Lakelands DSB|019577|Archie Stouffer E S|Elementary|Public|English|405
B66087|Trillium Lakelands DSB|055450|Bobcaygeon PS|Elementary|Public|English|385
B66087|Trillium Lakelands DSB|056758|Bracebridge PS|Elementary|Public|English|330
B66087|Trillium Lakelands DSB|895660|Bracebridge and Muskoka Lakes SS|Secondary|Public|English|780
B66087|Trillium Lakelands DSB|083798|Cardiff E S|Elementary|Public|English|50
B66087|Trillium Lakelands DSB|099007|Central Sr S|Elementary|Public|English|285
B66087|Trillium Lakelands DSB|147524|Dr George Hall PS|Elementary|Public|English|320
B66087|Trillium Lakelands DSB|154113|Dunsford District E S|Elementary|Public|English|290
B66087|Trillium Lakelands DSB|909700|Fenelon Falls SS|Secondary|Public|English|620
B66087|Trillium Lakelands DSB|194018|Fenelon Twp PS|Elementary|Public|English|150
B66087|Trillium Lakelands DSB|357707|Glen Orchard PS|Elementary|Public|English|160
B66087|Trillium Lakelands DSB|227099|Grandview PS|Elementary|Public|English|250
B66087|Trillium Lakelands DSB|914380|Gravenhurst HS|Secondary|Public|English|330
B66087|Trillium Lakelands DSB|228877|Gravenhurst PS|Elementary|Public|English|295
B66087|Trillium Lakelands DSB|915297|Haliburton Highland SS|Secondary|Public|English|450
B66087|Trillium Lakelands DSB|034789|Honey Harbour PS|Elementary|Public|English|30
B66087|Trillium Lakelands DSB|917761|Huntsville HS|Secondary|Public|English|900
B66087|Trillium Lakelands DSB|273597|Huntsville PS|Elementary|Public|English|505
B66087|Trillium Lakelands DSB|918130|I E Weldon SS|Secondary|Public|English|1060
B66087|Trillium Lakelands DSB|278211|Irwin Memorial PS|Elementary|Public|English|125
B66087|Trillium Lakelands DSB|240761|J Douglas Hodgson E S|Elementary|Public|English|305
B66087|Trillium Lakelands DSB|418013|Jack Callaghan PS|Elementary|Public|English|305
B66087|Trillium Lakelands DSB|374601|K P Manson PS|Elementary|Public|English|165
B66087|Trillium Lakelands DSB|294004|King Albert PS|Elementary|Public|English|140
B66087|Trillium Lakelands DSB|417378|Lady Eaton E S|Elementary|Public|English|225
B66087|Trillium Lakelands DSB|170240|Lady Mackenzie PS|Elementary|Public|English|295
B66087|Trillium Lakelands DSB|307947|Langton PS|Elementary|Public|English|400
B66087|Trillium Lakelands DSB|311685|Leslie Frost PS|Elementary|Public|English|500
B66087|Trillium Lakelands DSB|922838|Lindsay C & VI|Secondary|Public|English|565
B66087|Trillium Lakelands DSB|327280|Macaulay PS|Elementary|Public|English|270
B66087|Trillium Lakelands DSB|329460|Mariposa E S|Elementary|Public|English|370
B66087|Trillium Lakelands DSB|368946|Monck PS|Elementary|Public|English|720
B66087|Trillium Lakelands DSB|382140|Muskoka Beechgrove PS|Elementary|Public|English|325
B66087|Trillium Lakelands DSB|382191|Muskoka Falls PS|Elementary|Public|English|175
B66087|Trillium Lakelands DSB|435708|Parkview PS|Elementary|Public|English|340
B66087|Trillium Lakelands DSB|099520|Pine Glen PS|Elementary|Public|English|210
B66087|Trillium Lakelands DSB|575194|Queen Victoria PS|Elementary|Public|English|160
B66087|Trillium Lakelands DSB|048305|Ridgewood PS|Elementary|Public|English|230
B66087|Trillium Lakelands DSB|068454|Riverside PS|Elementary|Public|English|500
B66087|Trillium Lakelands DSB|489425|Rolling Hills PS|Elementary|Public|English|235
B66087|Trillium Lakelands DSB|503630|Scott Young PS|Elementary|Public|English|240
B66087|Trillium Lakelands DSB|099783|Spruce Glen PS|Elementary|Public|English|310
B66087|Trillium Lakelands DSB|575976|Stuart W Baker E S|Elementary|Public|English|290
B66087|Trillium Lakelands DSB|568694|V K Greer Memorial PS|Elementary|Public|English|235
B66087|Trillium Lakelands DSB|590002|Watt PS|Elementary|Public|English|90
B66087|Trillium Lakelands DSB|606138|Wilberforce E S|Elementary|Public|English|65
B66087|Trillium Lakelands DSB|620173|Woodville E S|Elementary|Public|English|240
B66192|Upper Canada DSB|891630|Almonte DHS|Secondary|Public|English|365
B66192|Upper Canada DSB|557661|Almonte Intermed S|Elementary|Public|English|150
B66192|Upper Canada DSB|020389|Arklan Community PS|Elementary|Public|English|330
B66192|Upper Canada DSB|892807|Athens DHS|Secondary|Public|English|140
B66192|Upper Canada DSB|033990|Athens Intermed S|Elementary|Public|English|65
B66192|Upper Canada DSB|253543|BCI Intermed S|Elementary|Public|English|225
B66192|Upper Canada DSB|038598|Beckwith PS|Elementary|Public|English|415
B66192|Upper Canada DSB|247005|Bridgewood PS|Elementary|Public|English|500
B66192|Upper Canada DSB|896578|Brockville CI|Secondary|Public|English|565
B66192|Upper Canada DSB|073911|Caldwell Street E S|Elementary|Public|English|365
B66192|Upper Canada DSB|076643|Cambridge PS|Elementary|Public|English|315
B66192|Upper Canada DSB|898520|Carleton Place HS|Secondary|Public|English|595
B66192|Upper Canada DSB|559939|Carleton Place Intermed S|Elementary|Public|English|285
B66192|Upper Canada DSB|090107|Centennial 67 PS|Elementary|Public|English|115
B66192|Upper Canada DSB|094846|Central PS|Elementary|Public|English|465
B66192|Upper Canada DSB|262508|Char-Lan Intermed S|Elementary|Public|English|100
B66192|Upper Canada DSB|897876|Charlottenburgh and Lancaster DHS|Secondary|Public|English|220
B66192|Upper Canada DSB|106283|Chesterville PS|Elementary|Public|English|170
B66192|Upper Canada DSB|517488|Chimo E S|Elementary|Public|English|425
B66192|Upper Canada DSB|120324|Commonwealth PS|Elementary|Public|English|235
B66192|Upper Canada DSB|902810|Cornwall C & VS|Secondary|Public|English|530
B66192|Upper Canada DSB|477957|Cornwall Intermed S|Elementary|Public|English|200
B66192|Upper Canada DSB|149209|Drummond Central S|Elementary|Public|English|65
B66192|Upper Canada DSB|170631|Duncan J Schoular PS|Elementary|Public|English|300
B66192|Upper Canada DSB|157376|Eamer's Corners PS|Elementary|Public|English|440
B66192|Upper Canada DSB|331317|Front of Yonge E S|Elementary|Public|English|120
B66192|Upper Canada DSB|269852|Gananoque Intermed S|Elementary|Public|English|130
B66192|Upper Canada DSB|911526|Gananoque SS|Secondary|Public|English|310
B66192|Upper Canada DSB|218111|Glen Tay PS|Elementary|Public|English|95
B66192|Upper Canada DSB|913219|Glengarry DHS|Secondary|Public|English|235
B66192|Upper Canada DSB|174498|Glengarry Intermed S|Elementary|Public|English|65
B66192|Upper Canada DSB|278149|Iroquois PS|Elementary|Public|English|340
B66192|Upper Canada DSB|288934|Kemptville PS|Elementary|Public|English|505
B66192|Upper Canada DSB|303429|Laggan PS|Elementary|Public|English|180
B66192|Upper Canada DSB|314153|Linklater PS|Elementary|Public|English|185
B66192|Upper Canada DSB|319740|Lombardy PS|Elementary|Public|English|325
B66192|Upper Canada DSB|320498|Longue Sault PS|Elementary|Public|English|270
B66192|Upper Canada DSB|325538|Lyn PS|Elementary|Public|English|200
B66192|Upper Canada DSB|334901|Maple Grove PS|Elementary|Public|English|105
B66192|Upper Canada DSB|349259|Maxville PS|Elementary|Public|English|110
B66192|Upper Canada DSB|349623|Maynard PS|Elementary|Public|English|200
B66192|Upper Canada DSB|356417|Meadowview PS|Elementary|Public|English|140
B66192|Upper Canada DSB|361992|Merrickville PS|Elementary|Public|English|140
B66192|Upper Canada DSB|483672|Montague PS|Elementary|Public|English|250
B66192|Upper Canada DSB|374474|Morrisburg PS|Elementary|Public|English|150
B66192|Upper Canada DSB|013617|Naismith Memorial PS|Elementary|Public|English|260
B66192|Upper Canada DSB|382825|Nationview PS|Elementary|Public|English|225
B66192|Upper Canada DSB|929590|North Dundas DHS|Secondary|Public|English|300
B66192|Upper Canada DSB|153822|North Dundas Intermed S|Elementary|Public|English|145
B66192|Upper Canada DSB|177911|North Elmsley PS|Elementary|Public|English|75
B66192|Upper Canada DSB|929859|North Grenville DHS|Secondary|Public|English|610
B66192|Upper Canada DSB|035240|North Grenville Intermed S|Elementary|Public|English|280
B66192|Upper Canada DSB|047180|North Stormont PS|Elementary|Public|English|95
B66192|Upper Canada DSB|430110|Oxford on Rideau PS|Elementary|Public|English|75
B66192|Upper Canada DSB|431303|Pakenham PS|Elementary|Public|English|120
B66192|Upper Canada DSB|101112|Perth Intermed S|Elementary|Public|English|245
B66192|Upper Canada DSB|935050|Perth and District CI|Secondary|Public|English|500
B66192|Upper Canada DSB|026727|Pineview PS|Elementary|Public|English|215
B66192|Upper Canada DSB|452297|Pleasant Corners PS|Elementary|Public|English|435
B66192|Upper Canada DSB|936286|Prescott-Russell Eastern Ontario|Secondary|Public|English|115
B66192|Upper Canada DSB|468428|R Tait McKenzie PS|Elementary|Public|English|300
B66192|Upper Canada DSB|938300|Rideau DHS|Secondary|Public|English|260
B66192|Upper Canada DSB|026666|Rideau Intermed S|Elementary|Public|English|130
B66192|Upper Canada DSB|483834|Rideau Vista PS|Elementary|Public|English|125
B66192|Upper Canada DSB|935425|Rockland DHS|Secondary|Public|English|250
B66192|Upper Canada DSB|621684|Rockland Intermed S|Elementary|Public|English|115
B66192|Upper Canada DSB|488542|Rockland PS|Elementary|Public|English|390
B66192|Upper Canada DSB|492957|Rothwell-Osnabruck E S|Elementary|Public|English|135
B66192|Upper Canada DSB|028851|Roxmore PS|Elementary|Public|English|245
B66192|Upper Canada DSB|937673|Russell High S|Secondary|Public|English|275
B66192|Upper Canada DSB|494666|Russell Intermediate S|Elementary|Public|English|130
B66192|Upper Canada DSB|494070|Russell Public PS|Elementary|Public|English|270
B66192|Upper Canada DSB|918415|Seaway DHS|Secondary|Public|English|260
B66192|Upper Canada DSB|517732|Seaway Intermed S|Elementary|Public|English|140
B66192|Upper Canada DSB|942596|Smiths Falls District CI|Secondary|Public|English|660
B66192|Upper Canada DSB|524654|South Branch E S|Elementary|Public|English|385
B66192|Upper Canada DSB|129038|South Crosby PS|Elementary|Public|English|205
B66192|Upper Canada DSB|167126|South Edwardsburg PS|Elementary|Public|English|145
B66192|Upper Canada DSB|942987|South Grenville DHS|Secondary|Public|English|365
B66192|Upper Canada DSB|386470|South Grenville Intermed S|Elementary|Public|English|160
B66192|Upper Canada DSB|540056|St Lawrence Intermed S|Elementary|Public|English|205
B66192|Upper Canada DSB|944670|St Lawrence SS|Secondary|Public|English|390
B66192|Upper Canada DSB|544582|Sweet's Corners PS|Elementary|Public|English|110
B66192|Upper Canada DSB|945072|T R Leger School of Adult & Continuing SS|Secondary|Public|English|910
B66192|Upper Canada DSB|091610|Tagwi Intermed S|Elementary|Public|English|195
B66192|Upper Canada DSB|946648|Tagwi SS|Secondary|Public|English|415
B66192|Upper Canada DSB|463655|The Queen Elizabeth S|Elementary|Public|English|235
B66192|Upper Canada DSB|536849|The Stewart PS|Elementary|Public|English|375
B66192|Upper Canada DSB|550795|Thousand Islands E S|Elementary|Public|English|345
B66192|Upper Canada DSB|472181|Thousand Islands Intermed S|Elementary|Public|English|295
B66192|Upper Canada DSB|948314|Thousand Islands SS|Secondary|Public|English|620
B66192|Upper Canada DSB|557250|Toniata PS|Elementary|Public|English|205
B66192|Upper Canada DSB|615129|Vanier PS|Elementary|Public|English|225
B66192|Upper Canada DSB|949094|Vankleek Hill CI|Secondary|Public|English|285
B66192|Upper Canada DSB|578444|Viscount Alexander PS|Elementary|Public|English|450
B66192|Upper Canada DSB|056103|Wellington Elementary PS|Elementary|Public|English|220
B66192|Upper Canada DSB|601977|Westminster PS|Elementary|Public|English|490
B66192|Upper Canada DSB|609285|Williamstown PS|Elementary|Public|English|370
B66192|Upper Canada DSB|613150|Winchester PS|Elementary|Public|English|410
B66117|Upper Grand DSB|461059|Aberfoyle PS|Elementary|Public|English|385
B66117|Upper Grand DSB|438170|Alma PS|Elementary|Public|English|120
B66117|Upper Grand DSB|024252|Arthur PS|Elementary|Public|English|345
B66117|Upper Grand DSB|057380|Brant Avenue PS|Elementary|Public|English|245
B66117|Upper Grand DSB|185191|Brisbane PS|Elementary|Public|English|380
B66117|Upper Grand DSB|899283|Centennial C & VI|Secondary|Public|English|1570
B66117|Upper Grand DSB|090247|Centennial Hylands E S|Elementary|Public|English|405
B66117|Upper Grand DSB|093696|Central PS|Elementary|Public|English|225
B66117|Upper Grand DSB|900214|Centre Dufferin DHS|Secondary|Public|English|815
B66117|Upper Grand DSB|099139|Centre Peel PS|Elementary|Public|English|230
B66117|Upper Grand DSB|909831|Centre Wellington DHS|Secondary|Public|English|1265
B66117|Upper Grand DSB|902462|College Heights SS|Secondary|Public|English|420
B66117|Upper Grand DSB|418790|Credit Meadows E S|Elementary|Public|English|455
B66117|Upper Grand DSB|953571|Day School -Wellington Centre For ContEd|Secondary|Public|English|140
B66117|Upper Grand DSB|148539|Drayton Heights PS|Elementary|Public|English|345
B66117|Upper Grand DSB|947245|Dufferin Centre for Continuing Education|Secondary|Public|English|90
B66117|Upper Grand DSB|208310|East Garafraxa Central PS|Elementary|Public|English|170
B66117|Upper Grand DSB|061228|Ecole Arbour Vista PS|Elementary|Public|English|495
B66117|Upper Grand DSB|158764|Ecole Guelph Lake PS|Elementary|Public|English|395
B66117|Upper Grand DSB|506264|Ecole Harris Mill PS|Elementary|Public|English|305
B66117|Upper Grand DSB|296082|Ecole King George PS|Elementary|Public|English|510
B66117|Upper Grand DSB|166472|Edward Johnson PS|Elementary|Public|English|350
B66117|Upper Grand DSB|178969|Elora PS|Elementary|Public|English|440
B66117|Upper Grand DSB|184411|Eramosa PS|Elementary|Public|English|125
B66117|Upper Grand DSB|909050|Erin DHS|Secondary|Public|English|445
B66117|Upper Grand DSB|185582|Erin PS|Elementary|Public|English|360
B66117|Upper Grand DSB|199699|Fred A Hamilton PS|Elementary|Public|English|275
B66117|Upper Grand DSB|208620|Gateway Drive PS|Elementary|Public|English|270
B66117|Upper Grand DSB|096502|Glenbrook E S|Elementary|Public|English|535
