Board Number|Board Name|School Number|School Name|School Level|School Type|School Language|Enrolment
B67083|Dufferin-Peel CDSB|806919|St Joseph SS|Secondary|Catholic|English|1310
B67083|Dufferin-Peel CDSB|811041|St Joseph Sep S|Elementary|Catholic|English|330
B67083|Dufferin-Peel CDSB|816396|St Jude S|Elementary|Catholic|English|330
B67083|Dufferin-Peel CDSB|800007|St Julia C Elem S|Elementary|Catholic|English|440
B67083|Dufferin-Peel CDSB|816906|St Kevin S|Elementary|Catholic|English|260
B67083|Dufferin-Peel CDSB|818500|St Leonard S|Elementary|Catholic|English|340
B67083|Dufferin-Peel CDSB|819883|St Louis S|Elementary|Catholic|English|185
B67083|Dufferin-Peel CDSB|819433|St Luke C Elem S|Elementary|Catholic|English|445
B67083|Dufferin-Peel CDSB|821381|St Marcellinus SS|Secondary|Catholic|English|1800
B67083|Dufferin-Peel CDSB|750298|St Margaret of Scotland S|Elementary|Catholic|English|615
B67083|Dufferin-Peel CDSB|822639|St Marguerite Bourgeoys Sep S|Elementary|Catholic|English|240
B67083|Dufferin-Peel CDSB|822655|St Marguerite d'Youville SS|Secondary|Catholic|English|1525
B67083|Dufferin-Peel CDSB|821365|St Maria Goretti E S|Elementary|Catholic|English|330
B67083|Dufferin-Peel CDSB|823090|St Mark Sep S|Elementary|Catholic|English|310
B67083|Dufferin-Peel CDSB|823953|St Martin SS|Secondary|Catholic|English|1090
B67083|Dufferin-Peel CDSB|824950|St Mary E S|Elementary|Catholic|English|280
B67083|Dufferin-Peel CDSB|832308|St Matthew Sep S|Elementary|Catholic|English|325
B67083|Dufferin-Peel CDSB|835536|St Monica E S|Elementary|Catholic|English|435
B67083|Dufferin-Peel CDSB|836036|St Nicholas E S|Elementary|Catholic|English|585
B67083|Dufferin-Peel CDSB|839256|St Patrick S|Elementary|Catholic|English|270
B67083|Dufferin-Peel CDSB|841730|St Paul SS|Secondary|Catholic|English|475
B67083|Dufferin-Peel CDSB|843547|St Peter Sep S|Elementary|Catholic|English|305
B67083|Dufferin-Peel CDSB|845779|St Philip E S|Elementary|Catholic|English|355
B67083|Dufferin-Peel CDSB|846473|St Pio of Pietrelcina E S|Elementary|Catholic|English|460
B67083|Dufferin-Peel CDSB|847933|St Raphael S|Elementary|Catholic|English|290
B67083|Dufferin-Peel CDSB|848751|St Raymond E S|Elementary|Catholic|English|385
B67083|Dufferin-Peel CDSB|848930|St Richard S|Elementary|Catholic|English|270
B67083|Dufferin-Peel CDSB|849286|St Rita E S|Elementary|Catholic|English|545
B67083|Dufferin-Peel CDSB|850071|St Rose of Lima Sep S|Elementary|Catholic|English|380
B67083|Dufferin-Peel CDSB|850217|St Sebastian C Elem S|Elementary|Catholic|English|575
B67083|Dufferin-Peel CDSB|850365|St Simon Stock E S|Elementary|Catholic|English|290
B67083|Dufferin-Peel CDSB|850403|St Sofia S|Elementary|Catholic|English|545
B67083|Dufferin-Peel CDSB|851000|St Stephen Sep S|Elementary|Catholic|English|360
B67083|Dufferin-Peel CDSB|851299|St Teresa of Avila Sep S|Elementary|Catholic|English|435
B67083|Dufferin-Peel CDSB|852651|St Therese of the Child Jesus (Elem) Sep S|Elementary|Catholic|English|560
B67083|Dufferin-Peel CDSB|854530|St Thomas Aquinas SS|Secondary|Catholic|English|1845
B67083|Dufferin-Peel CDSB|856207|St Thomas More S|Elementary|Catholic|English|600
B67083|Dufferin-Peel CDSB|856673|St Timothy S|Elementary|Catholic|English|635
B67083|Dufferin-Peel CDSB|856959|St Ursula E S|Elementary|Catholic|English|500
B67083|Dufferin-Peel CDSB|858420|St Valentine E S|Elementary|Catholic|English|665
B67083|Dufferin-Peel CDSB|857165|St Veronica E S|Elementary|Catholic|English|420
B67083|Dufferin-Peel CDSB|865362|St Vincent de Paul Sep S|Elementary|Catholic|English|180
B67083|Dufferin-Peel CDSB|683246|St.  Aidan Catholic E S|Elementary|Catholic|English|490
B67083|Dufferin-Peel CDSB|715030|St. Alphonsa C Elem S|Elementary|Catholic|English|320
B67083|Dufferin-Peel CDSB|812896|St. André Bessette C Elem S|Elementary|Catholic|English|710
B67083|Dufferin-Peel CDSB|775797|St. Barbara E S|Elementary|Catholic|English|410
B67083|Dufferin-Peel CDSB|738857|St. Bernard of Clairvaux C Elem S|Elementary|Catholic|English|680
B67083|Dufferin-Peel CDSB|684199|St. Bonaventure Catholic E S|Elementary|Catholic|English|375
B67083|Dufferin-Peel CDSB|783161|St. Charles Garnier S|Elementary|Catholic|English|205
B67083|Dufferin-Peel CDSB|807712|St. Daniel Comboni C Elem S|Elementary|Catholic|English|435
B67083|Dufferin-Peel CDSB|860217|St. Evan C Elem S|Elementary|Catholic|English|415
B67083|Dufferin-Peel CDSB|681937|St. Jacinta Marto C Elem S|Elementary|Catholic|English|315
B67083|Dufferin-Peel CDSB|706631|St. James Catholic Global Learning Centr|Elementary|Catholic|English|235
B67083|Dufferin-Peel CDSB|776175|St. Jean-Marie Vianney C Elem S|Elementary|Catholic|English|445
B67083|Dufferin-Peel CDSB|696056|St. Joan of Arc Catholic SS|Secondary|Catholic|English|1090
B67083|Dufferin-Peel CDSB|723967|St. John Henry Newman Catholic E S|Elementary|Catholic|English|445
B67083|Dufferin-Peel CDSB|750557|St. John Paul II C Elem S|Elementary|Catholic|English|660
B67083|Dufferin-Peel CDSB|724106|St. John XXIII Catholic E S|Elementary|Catholic|English|200
B67083|Dufferin-Peel CDSB|721020|St. Josephine Bakhita Catholic E S|Elementary|Catholic|English|605
B67083|Dufferin-Peel CDSB|688182|St. Lucy C Elem S|Elementary|Catholic|English|515
B67083|Dufferin-Peel CDSB|864570|St. Michael Catholic SS|Secondary|Catholic|English|1175
B67083|Dufferin-Peel CDSB|736228|St. Oscar Romero Catholic SS|Secondary|Catholic|English|255
B67083|Dufferin-Peel CDSB|784979|St. Roch Catholic SS|Secondary|Catholic|English|1450
B67083|Dufferin-Peel CDSB|733229|St. Teresa of Calcutta C Elem S|Elementary|Catholic|English|240
B67083|Dufferin-Peel CDSB|863785|Sts Martha & Mary Sep S|Elementary|Catholic|English|365
B67083|Dufferin-Peel CDSB|843466|Sts. Peter & Paul CS|Elementary|Catholic|English|200
B67083|Dufferin-Peel CDSB|706418|Venerable Michael McGivney C Elem S|Elementary|Catholic|English|460
B67105|Durham CDSB|685984|All Saints Catholic Secondary School SS|Secondary|Catholic|English|885
B67105|Durham CDSB|860676|All Saints Elementary CS|Elementary|Catholic|English|155
B67105|Durham CDSB|703923|Archbishop Denis O'Connor Catholic HS|Secondary|Catholic|English|655
B67105|Durham CDSB|682867|Father Donald MacLellan Catholic Sec Sch CS|Secondary|Catholic|English|50
B67105|Durham CDSB|871140|Father Fenelon CS|Elementary|Catholic|English|395
B67105|Durham CDSB|706990|Father Joseph Venini Catholic S|Elementary|Catholic|English|350
B67105|Durham CDSB|710083|Father Leo J Austin Catholic SS|Secondary|Catholic|English|970
B67105|Durham CDSB|710954|Good Shepherd Catholic S|Elementary|Catholic|English|195
B67105|Durham CDSB|720313|Holy Family Catholic S|Elementary|Catholic|English|90
B67105|Durham CDSB|735060|Monsignor John Pereyma Catholic SS|Secondary|Catholic|English|385
B67105|Durham CDSB|826211|Monsignor John Pereyma Elementary CS|Elementary|Catholic|English|150
B67105|Durham CDSB|741310|Monsignor Paul Dwyer Catholic HS|Secondary|Catholic|English|880
B67105|Durham CDSB|845884|Monsignor Philip Coffey Catholic S|Elementary|Catholic|English|240
B67105|Durham CDSB|738050|Notre Dame Catholic SS|Secondary|Catholic|English|1100
B67105|Durham CDSB|764434|Sir Albert Love Catholic S|Elementary|Catholic|English|260
B67105|Durham CDSB|771406|St André Bessette CS|Elementary|Catholic|English|285
B67105|Durham CDSB|777242|St Bernadette Catholic S|Elementary|Catholic|English|625
B67105|Durham CDSB|762083|St Bernard Catholic S|Elementary|Catholic|English|280
B67105|Durham CDSB|691259|St Bridget Catholic S|Elementary|Catholic|English|410
B67105|Durham CDSB|781282|St Catherine of Siena Catholic S|Elementary|Catholic|English|360
B67105|Durham CDSB|784133|St Christopher Catholic S|Elementary|Catholic|English|510
B67105|Durham CDSB|789178|St Elizabeth Seton Catholic S|Elementary|Catholic|English|710
B67105|Durham CDSB|791806|St Francis de Sales Catholic S|Elementary|Catholic|English|180
B67105|Durham CDSB|796352|St Hedwig Catholic S|Elementary|Catholic|English|95
B67105|Durham CDSB|798258|St Isaac Jogues Catholic S|Elementary|Catholic|English|555
B67105|Durham CDSB|798460|St James Catholic S|Elementary|Catholic|English|415
B67105|Durham CDSB|803057|St John Bosco Catholic S|Elementary|Catholic|English|535
B67105|Durham CDSB|806972|St John Paull II C Elem S|Elementary|Catholic|English|390
B67105|Durham CDSB|724084|St John XXIII Catholic S|Elementary|Catholic|English|195
B67105|Durham CDSB|805327|St John the Evangelist Catholic S|Elementary|Catholic|English|340
B67105|Durham CDSB|811696|St Joseph Catholic S|Elementary|Catholic|English|325
B67105|Durham CDSB|814423|St Joseph Catholic S|Elementary|Catholic|English|470
B67105|Durham CDSB|762733|St Josephine Bakhita Catholic E S|Elementary|Catholic|English|685
B67105|Durham CDSB|772020|St Jude Catholic S|Elementary|Catholic|English|375
B67105|Durham CDSB|750435|St Kateri Tekakwitha CS|Elementary|Catholic|English|510
B67105|Durham CDSB|818844|St Leo Catholic S|Elementary|Catholic|English|255
B67105|Durham CDSB|820830|St Luke the Evangelist Catholic S|Elementary|Catholic|English|440
B67105|Durham CDSB|730718|St Marguerite d'Youville Catholic S|Elementary|Catholic|English|250
B67105|Durham CDSB|823015|St Mark the Evangelist Catholic S|Elementary|Catholic|English|645
B67105|Durham CDSB|826278|St Mary Catholic SS|Secondary|Catholic|English|1550
B67105|Durham CDSB|830801|St Matthew the Evangelist Catholic S|Elementary|Catholic|English|465
B67105|Durham CDSB|835668|St Monica Catholic S|Elementary|Catholic|English|425
B67105|Durham CDSB|840696|St Patrick Catholic S|Elementary|Catholic|English|765
B67105|Durham CDSB|843156|St Paul Catholic S|Elementary|Catholic|English|310
B67105|Durham CDSB|733040|St Teresa of Calcutta Catholic S|Elementary|Catholic|English|300
B67105|Durham CDSB|852902|St Theresa Catholic S|Elementary|Catholic|English|180
B67105|Durham CDSB|854980|St Thomas Aquinas Catholic S|Elementary|Catholic|English|295
B67105|Durham CDSB|858960|St Wilfrid Catholic S|Elementary|Catholic|English|495
B66060|Durham DSB|002801|Adelaide Mclaughlin PS|Elementary|Public|English|315
B66060|Durham DSB|890855|Ajax HS|Secondary|Public|English|1180
B66060|Durham DSB|009008|Alexander Graham Bell PS|Elementary|Public|English|490
B66060|Durham DSB|014052|Altona Forest PS|Elementary|Public|English|335
B66060|Durham DSB|892025|Anderson C & VI|Secondary|Public|English|830
B66060|Durham DSB|020036|Applecroft PS|Elementary|Public|English|315
B66060|Durham DSB|036609|Bayview Heights PS|Elementary|Public|English|320
B66060|Durham DSB|038083|Beau Valley PS|Elementary|Public|English|220
B66060|Durham DSB|038164|Beaverton PS|Elementary|Public|English|175
B66060|Durham DSB|042269|Bellwood PS|Elementary|Public|English|470
B66060|Durham DSB|637517|Blair Ridge PS|Elementary|Public|English|670
B66060|Durham DSB|033880|Bobby Orr PS|Elementary|Public|English|240
B66060|Durham DSB|033952|Bolton C Falby PS|Elementary|Public|English|610
B66060|Durham DSB|896446|Brock HS|Secondary|Public|English|380
B66060|Durham DSB|934991|Brooklin HS|Secondary|Public|English|1305
B66060|Durham DSB|179554|Brooklin Village PS|Elementary|Public|English|755
B66060|Durham DSB|072907|C E Broughton PS|Elementary|Public|English|280
B66060|Durham DSB|073547|Cadarackque PS|Elementary|Public|English|685
B66060|Durham DSB|082686|Captain Michael VandenBos PS|Elementary|Public|English|645
B66060|Durham DSB|097110|Carruthers Creek PS|Elementary|Public|English|800
B66060|Durham DSB|094587|Cartwright Central PS|Elementary|Public|English|300
B66060|Durham DSB|619779|Chris Hadfield PS|Elementary|Public|English|875
B66060|Durham DSB|022128|Clara Hughes PS|Elementary|Public|English|745
B66060|Durham DSB|443638|Claremont PS|Elementary|Public|English|160
B66060|Durham DSB|117463|College Hill PS|Elementary|Public|English|235
B66060|Durham DSB|116840|Colonel J E Farewell PS|Elementary|Public|English|435
B66060|Durham DSB|124222|Coronation PS|Elementary|Public|English|405
B66060|Durham DSB|933156|DCE - Under 21 CI & VS|Secondary|Public|English|<10
B66060|Durham DSB|170662|David Bouchard PS|Elementary|Public|English|585
B66060|Durham DSB|904392|Donald A Wilson SS|Secondary|Public|English|1395
B66060|Durham DSB|147109|Dr C F Cannon PS|Elementary|Public|English|375
B66060|Durham DSB|147885|Dr Robert Thornton PS|Elementary|Public|English|335
B66060|Durham DSB|147915|Dr Roberta Bondar PS|Elementary|Public|English|215
B66060|Durham DSB|148148|Dr S J Phillips PS|Elementary|Public|English|415
B66060|Durham DSB|005215|Duffin's Bay PS|Elementary|Public|English|235
B66060|Durham DSB|905674|Dunbarton HS|Secondary|Public|English|1420
B66060|Durham DSB|905585|Durham Alternative SS|Secondary|Public|English|470
B66060|Durham DSB|165514|Eagle Ridge PS|Elementary|Public|English|630
B66060|Durham DSB|156078|Earl A Fairman PS|Elementary|Public|English|255
B66060|Durham DSB|906565|Eastdale C & VI|Secondary|Public|English|1015
B66060|Durham DSB|493031|Elizabeth B Phin PS|Elementary|Public|English|390
B66060|Durham DSB|192210|Fairport Beach PS|Elementary|Public|English|205
B66060|Durham DSB|193119|Fallingbrook PS|Elementary|Public|English|420
B66060|Durham DSB|531551|Forest View PS|Elementary|Public|English|470
B66060|Durham DSB|206253|Frenchman's Bay PS|Elementary|Public|English|590
B66060|Durham DSB|911291|G L Roberts C & VI|Secondary|Public|English|405
B66060|Durham DSB|210277|Gandatsetiagon PS|Elementary|Public|English|505
B66060|Durham DSB|213829|Glen Dhu PS|Elementary|Public|English|535
B66060|Durham DSB|218103|Glen Street PS|Elementary|Public|English|380
B66060|Durham DSB|219908|Glengrove PS|Elementary|Public|English|320
B66060|Durham DSB|567787|Goodwood PS|Elementary|Public|English|230
B66060|Durham DSB|221805|Gordon B Attersley PS|Elementary|Public|English|375
B66060|Durham DSB|477435|Greenbank PS|Elementary|Public|English|135
B66060|Durham DSB|244791|Harmony Heights PS|Elementary|Public|English|315
B66060|Durham DSB|916331|Henry Street HS|Secondary|Public|English|775
B66060|Durham DSB|231533|Highbush PS|Elementary|Public|English|525
B66060|Durham DSB|259160|Hillsdale PS|Elementary|Public|English|145
B66060|Durham DSB|918423|J Clarke Richardson Collegiate|Secondary|Public|English|1820
B66060|Durham DSB|280844|Jack Miner PS|Elementary|Public|English|440
B66060|Durham DSB|559271|Jeanne Sauvé PS|Elementary|Public|English|705
B66060|Durham DSB|283495|John Dryden PS|Elementary|Public|English|775
B66060|Durham DSB|286095|Joseph Gould PS|Elementary|Public|English|540
B66060|Durham DSB|446033|Julie Payette|Elementary|Public|English|785
B66060|Durham DSB|124745|Kedron PS|Elementary|Public|English|400
B66060|Durham DSB|304379|Lakeside PS|Elementary|Public|English|290
B66060|Durham DSB|099872|Lakewoods PS|Elementary|Public|English|300
B66060|Durham DSB|311707|Lester B Pearson PS|Elementary|Public|English|350
B66060|Durham DSB|313050|Lincoln Alexander PS|Elementary|Public|English|485
B66060|Durham DSB|312983|Lincoln Avenue PS|Elementary|Public|English|320
B66060|Durham DSB|321176|Lord Elgin PS|Elementary|Public|English|190
B66060|Durham DSB|328740|Maple Ridge PS|Elementary|Public|English|645
B66060|Durham DSB|348503|Mary Street Community S|Elementary|Public|English|165
B66060|Durham DSB|932345|Maxwell Heights Secondary School|Secondary|Public|English|1655
B66060|Durham DSB|350508|McCaskill's Mills PS|Elementary|Public|English|445
B66060|Durham DSB|356271|Meadowcrest PS|Elementary|Public|English|400
B66060|Durham DSB|580847|Michaëlle Jean PS|Elementary|Public|English|790
B66060|Durham DSB|450298|Norman G. Powers PS|Elementary|Public|English|655
B66060|Durham DSB|493816|Northern Dancer PS|Elementary|Public|English|660
B66060|Durham DSB|394819|Nottingham PS|Elementary|Public|English|595
B66060|Durham DSB|932329|O'Neill C & VI|Secondary|Public|English|1245
B66060|Durham DSB|425630|Ormiston PS|Elementary|Public|English|380
B66060|Durham DSB|935310|Pickering HS|Secondary|Public|English|1855
B66060|Durham DSB|443573|Pierre Elliott Trudeau PS|Elementary|Public|English|765
B66060|Durham DSB|935360|Pine Ridge SS|Secondary|Public|English|1050
B66060|Durham DSB|936227|Port Perry HS|Secondary|Public|English|1045
B66060|Durham DSB|477303|Prince Albert PS|Elementary|Public|English|245
B66060|Durham DSB|458830|Pringle Creek PS|Elementary|Public|English|580
B66060|Durham DSB|461423|Quaker Village PS|Elementary|Public|English|375
B66060|Durham DSB|463396|Queen Elizabeth PS|Elementary|Public|English|480
B66060|Durham DSB|451177|R H Cornish PS|Elementary|Public|English|655
B66060|Durham DSB|937525|R S Mclaughlin C & VI|Secondary|Public|English|1055
B66060|Durham DSB|336001|Robert Munsch PS|Elementary|Public|English|735
B66060|Durham DSB|489336|Roland Michener PS|Elementary|Public|English|235
B66060|Durham DSB|201258|Romeo Dallaire PS|Elementary|Public|English|515
B66060|Durham DSB|490563|Rosebank Road PS|Elementary|Public|English|215
B66060|Durham DSB|509736|S A Cawker PS|Elementary|Public|English|465
B66060|Durham DSB|503720|Scott Central PS|Elementary|Public|English|315
B66060|Durham DSB|197235|Seneca Trail PS|Elementary|Public|English|505
B66060|Durham DSB|531049|Sherwood PS|Elementary|Public|English|815
B66060|Durham DSB|941603|Sinclair SS|Secondary|Public|English|1255
B66060|Durham DSB|515523|Sir John A Macdonald PS|Elementary|Public|English|365
B66060|Durham DSB|520225|Sir Samuel Steele PS|Elementary|Public|English|510
B66060|Durham DSB|622044|Sir William Stephenson PS|Elementary|Public|English|465
B66060|Durham DSB|526673|Southwood Park PS|Elementary|Public|English|705
B66060|Durham DSB|536512|Stephen G Saywell PS|Elementary|Public|English|540
B66060|Durham DSB|542148|Sunderland PS|Elementary|Public|English|350
B66060|Durham DSB|543861|Sunset Heights PS|Elementary|Public|English|335
B66060|Durham DSB|551066|Terry Fox PS|Elementary|Public|English|405
B66060|Durham DSB|096270|Thorah Central PS|Elementary|Public|English|120
B66060|Durham DSB|566870|Uxbridge PS|Elementary|Public|English|355
B66060|Durham DSB|948969|Uxbridge SS|Secondary|Public|English|1170
B66060|Durham DSB|569933|Valley Farm PS|Elementary|Public|English|695
B66060|Durham DSB|569216|Valley View PS|Elementary|Public|English|355
B66060|Durham DSB|570389|Vaughan Willard PS|Elementary|Public|English|270
B66060|Durham DSB|577049|Village Union PS|Elementary|Public|English|375
B66060|Durham DSB|092886|Vimy Ridge Public School|Elementary|Public|English|670
B66060|Durham DSB|577669|Vincent Massey PS|Elementary|Public|English|515
B66060|Durham DSB|309061|Viola Desmond PS|Elementary|Public|English|630
B66060|Durham DSB|093700|Walter E Harris PS|Elementary|Public|English|590
B66060|Durham DSB|590916|Waverly PS|Elementary|Public|English|400
B66060|Durham DSB|325635|West Lynde PS|Elementary|Public|English|450
B66060|Durham DSB|598909|Westcreek PS|Elementary|Public|English|310
B66060|Durham DSB|595535|Westney Heights PS|Elementary|Public|English|365
B66060|Durham DSB|171101|Whitby Shores PS|Elementary|Public|English|710
B66060|Durham DSB|610704|William Dunbar PS|Elementary|Public|English|615
B66060|Durham DSB|525960|Williamsburg PS|Elementary|Public|English|690
B66060|Durham DSB|614904|Winchester PS|Elementary|Public|English|530
B66060|Durham DSB|617440|Woodcrest PS|Elementary|Public|English|365
B66060|Durham DSB|438276|da Vinci Public School PS|Elementary|Public|English|855
B66168|Grand Erie DSB|004758|Agnes Hodge PS|Elementary|Public|English|415
B66168|Grand Erie DSB|031739|Banbury Heights S|Elementary|Public|English|370
B66168|Grand Erie DSB|041807|Bellview PS|Elementary|Public|English|210
B66168|Grand Erie DSB|521116|Bloomsburg PS|Elementary|Public|English|205
B66168|Grand Erie DSB|403466|Boston PS|Elementary|Public|English|190
B66168|Grand Erie DSB|034339|Branlyn Community S|Elementary|Public|English|310
B66168|Grand Erie DSB|896187|Brantford CI & VS|Secondary|Public|English|1200
B66168|Grand Erie DSB|062006|Brier Park PS|Elementary|Public|English|325
B66168|Grand Erie DSB|070254|Burford District E S|Elementary|Public|English|475
B66168|Grand Erie DSB|075604|Caledonia Centennial PS|Elementary|Public|English|425
B66168|Grand Erie DSB|899046|Cayuga SS|Secondary|Public|English|495
B66168|Grand Erie DSB|089966|Cedarland PS|Elementary|Public|English|280
B66168|Grand Erie DSB|090077|Centennial-Grand Woodlands S|Elementary|Public|English|205
B66168|Grand Erie DSB|090816|Central PS|Elementary|Public|English|205
B66168|Grand Erie DSB|468064|Cobblestone E S|Elementary|Public|English|505
B66168|Grand Erie DSB|192880|Confederation E S|Elementary|Public|English|590
B66168|Grand Erie DSB|126306|Courtland PS|Elementary|Public|English|215
B66168|Grand Erie DSB|903728|Delhi DSS|Secondary|Public|English|515
B66168|Grand Erie DSB|136441|Delhi PS|Elementary|Public|English|420
B66168|Grand Erie DSB|151130|Dufferin PS|Elementary|Public|English|390
B66168|Grand Erie DSB|906069|Dunnville SS|Secondary|Public|English|405
B66168|Grand Erie DSB|170372|Elgin Avenue PS|Elementary|Public|English|230
B66168|Grand Erie DSB|220035|Glen Morris Central PS|Elementary|Public|English|165
B66168|Grand Erie DSB|226017|Graham Bell-Victoria PS|Elementary|Public|English|150
B66168|Grand Erie DSB|891304|Grand Erie Learning Alternatives|Secondary|Public|English|90
B66168|Grand Erie DSB|227056|Grandview PS|Elementary|Public|English|185
B66168|Grand Erie DSB|229393|Greenbrier PS|Elementary|Public|English|245
B66168|Grand Erie DSB|233706|Hagersville E S|Elementary|Public|English|270
B66168|Grand Erie DSB|915033|Hagersville SS|Secondary|Public|English|475
B66168|Grand Erie DSB|265608|Houghton PS|Elementary|Public|English|320
B66168|Grand Erie DSB|280097|J L Mitchener PS|Elementary|Public|English|315
B66168|Grand Erie DSB|281263|James Hillier PS|Elementary|Public|English|300
B66168|Grand Erie DSB|282308|Jarvis PS|Elementary|Public|English|320
B66168|Grand Erie DSB|295434|King George S|Elementary|Public|English|285
B66168|Grand Erie DSB|145602|Lakewood E S|Elementary|Public|English|530
B66168|Grand Erie DSB|097314|Langton PS|Elementary|Public|English|185
B66168|Grand Erie DSB|308170|Lansdowne-Costain PS|Elementary|Public|English|245
B66168|Grand Erie DSB|326259|Lynndale Heights PS|Elementary|Public|English|430
B66168|Grand Erie DSB|329100|Major Ballachey PS|Elementary|Public|English|330
B66168|Grand Erie DSB|132010|Mapleview Elementary School|Elementary|Public|English|380
B66168|Grand Erie DSB|898007|McKinnon Park SS|Secondary|Public|English|720
B66168|Grand Erie DSB|378372|Mount Pleasant S|Elementary|Public|English|210
B66168|Grand Erie DSB|930245|North Park C & VS|Secondary|Public|English|1135
B66168|Grand Erie DSB|410225|North Ward S|Elementary|Public|English|370
B66168|Grand Erie DSB|502324|Oakland-Scotland PS|Elementary|Public|English|165
B66168|Grand Erie DSB|417505|Oneida Central PS|Elementary|Public|English|250
B66168|Grand Erie DSB|097446|Onondaga-Brant PS|Elementary|Public|English|210
B66168|Grand Erie DSB|097578|Paris Central PS|Elementary|Public|English|195
B66168|Grand Erie DSB|933490|Paris DHS|Secondary|Public|English|835
B66168|Grand Erie DSB|934402|Pauline Johnson C & VS|Secondary|Public|English|820
B66168|Grand Erie DSB|451304|Port Rowan PS|Elementary|Public|English|225
B66168|Grand Erie DSB|452866|Prince Charles PS|Elementary|Public|English|185
B66168|Grand Erie DSB|456764|Princess Elizabeth PS|Elementary|Public|English|195
B66168|Grand Erie DSB|469505|Rainham Central S|Elementary|Public|English|240
B66168|Grand Erie DSB|485306|River Heights S|Elementary|Public|English|540
B66168|Grand Erie DSB|494208|Russell Reid PS|Elementary|Public|English|285
B66168|Grand Erie DSB|412984|Ryerson Heights E S|Elementary|Public|English|605
B66168|Grand Erie DSB|505510|Seneca Central PS|Elementary|Public|English|140
B66168|Grand Erie DSB|941557|Simcoe Comp S|Secondary|Public|English|690
B66168|Grand Erie DSB|521760|St George-German PS|Elementary|Public|English|405
B66168|Grand Erie DSB|403725|Teeterville PS|Elementary|Public|English|205
B66168|Grand Erie DSB|153931|Thompson Creek E S|Elementary|Public|English|515
B66168|Grand Erie DSB|916412|Tollgate Technological Skills Centre SS|Secondary|Public|English|300
B66168|Grand Erie DSB|949035|Valley Heights SS|Secondary|Public|English|455
B66168|Grand Erie DSB|584037|Walpole North E S|Elementary|Public|English|260
B66168|Grand Erie DSB|586110|Walsh PS|Elementary|Public|English|400
B66168|Grand Erie DSB|176049|Walter Gretzky E S|Elementary|Public|English|675
B66168|Grand Erie DSB|950785|Waterford DHS|Secondary|Public|English|385
B66168|Grand Erie DSB|001899|Waterford PS|Elementary|Public|English|340
B66168|Grand Erie DSB|596647|West Lynn PS|Elementary|Public|English|280
B66168|Grand Erie DSB|619396|Woodman-Cainsville S|Elementary|Public|English|495
B66028|Greater Essex County DSB|001104|A V Graham PS|Elementary|Public|English|465
B66028|Greater Essex County DSB|018660|Amherstburg PS|Elementary|Public|English|420
B66028|Greater Essex County DSB|019054|Anderdon PS|Elementary|Public|English|515
B66028|Greater Essex County DSB|929727|Belle River DHS|Secondary|Public|English|810
B66028|Greater Essex County DSB|041297|Belle River PS|Elementary|Public|English|705
B66028|Greater Essex County DSB|041947|Bellewood PS|Elementary|Public|English|1000
B66028|Greater Essex County DSB|098094|Centennial Central PS|Elementary|Public|English|225
B66028|Greater Essex County DSB|095885|Central PS|Elementary|Public|English|255
B66028|Greater Essex County DSB|091073|Colchester North PS|Elementary|Public|English|235
B66028|Greater Essex County DSB|123838|Coronation PS|Elementary|Public|English|255
B66028|Greater Essex County DSB|131245|D M Eagle PS|Elementary|Public|English|300
B66028|Greater Essex County DSB|134880|David Maxwell PS|Elementary|Public|English|225
B66028|Greater Essex County DSB|142948|Dougall Avenue PS|Elementary|Public|English|320
B66028|Greater Essex County DSB|590984|Dr. David Suzuki PS|Elementary|Public|English|470
B66028|Greater Essex County DSB|362379|East Mersea PS|Elementary|Public|English|260
B66028|Greater Essex County DSB|164690|Eastwood PS|Elementary|Public|English|260
B66028|Greater Essex County DSB|909440|Essex DHS|Secondary|Public|English|740
B66028|Greater Essex County DSB|334012|Essex PS|Elementary|Public|English|615
B66028|Greater Essex County DSB|222119|Ford City PS|Elementary|Public|English|360
B66028|Greater Essex County DSB|201391|Forest Glade PS|Elementary|Public|English|555
B66028|Greater Essex County DSB|203009|Frank W Begley PS|Elementary|Public|English|515
B66028|Greater Essex County DSB|911780|General Amherst HS|Secondary|Public|English|625
B66028|Greater Essex County DSB|211192|General Brock PS|Elementary|Public|English|315
B66028|Greater Essex County DSB|034361|Giles Campus French Immersion PS|Elementary|Public|English|635
B66028|Greater Essex County DSB|220817|Glenwood PS|Elementary|Public|English|305
B66028|Greater Essex County DSB|222240|Gore Hill PS|Elementary|Public|English|275
B66028|Greater Essex County DSB|091464|Gosfield North PS|Elementary|Public|English|465
B66028|Greater Essex County DSB|245658|Harrow PS|Elementary|Public|English|415
B66028|Greater Essex County DSB|917249|Hon W C Kennedy CI|Secondary|Public|English|820
B66028|Greater Essex County DSB|268267|Hugh Beaton PS|Elementary|Public|English|295
B66028|Greater Essex County DSB|279315|J A McWilliam PS|Elementary|Public|English|295
B66028|Greater Essex County DSB|091596|Jack Miner PS|Elementary|Public|English|520
B66028|Greater Essex County DSB|283347|John Campbell PS|Elementary|Public|English|315
B66028|Greater Essex County DSB|294659|King Edward PS|Elementary|Public|English|335
B66028|Greater Essex County DSB|920100|Kingsville DHS|Secondary|Public|English|690
B66028|Greater Essex County DSB|300500|Kingsville PS|Elementary|Public|English|500
B66028|Greater Essex County DSB|308897|LaSalle PS|Elementary|Public|English|550
