Numéro du conseil|Nom du conseil|Numéro de l’école|Nom de l’école|Niveau de l’école|Type d’école|Langue de l’école|Effectif
B67083|Dufferin-Peel CDSB|775606|St Augustine SS|Secondaire|Catholique|Anglais|1079
B67083|Dufferin-Peel CDSB|776092|St Basil S|Élémentaire|Catholique|Anglais|270
B67083|Dufferin-Peel CDSB|776742|St Benedict E S|Élémentaire|Catholique|Anglais|363
B67083|Dufferin-Peel CDSB|777528|St Bernadette E S|Élémentaire|Catholique|Anglais|231
B67083|Dufferin-Peel CDSB|780804|St Brigid S|Élémentaire|Catholique|Anglais|310
B67083|Dufferin-Peel CDSB|781401|St Catherine of Siena S|Élémentaire|Catholique|Anglais|558
B67083|Dufferin-Peel CDSB|781819|St Cecilia E S|Élémentaire|Catholique|Anglais|291
B67083|Dufferin-Peel CDSB|783870|St Christopher S|Élémentaire|Catholique|Anglais|430
B67083|Dufferin-Peel CDSB|784290|St Clare S|Élémentaire|Catholique|Anglais|284
B67083|Dufferin-Peel CDSB|785393|St Cornelius S|Élémentaire|Catholique|Anglais|651
B67083|Dufferin-Peel CDSB|785997|St David of Wales Sep S|Élémentaire|Catholique|Anglais|217
B67083|Dufferin-Peel CDSB|786730|St Dominic Sep S|Élémentaire|Catholique|Anglais|285
B67083|Dufferin-Peel CDSB|787396|St Dunstan E S|Élémentaire|Catholique|Anglais|284
B67083|Dufferin-Peel CDSB|690031|St Edith Stein E S|Élémentaire|Catholique|Anglais|302
B67083|Dufferin-Peel CDSB|788511|St Edmund Campion SS|Secondaire|Catholique|Anglais|1844
B67083|Dufferin-Peel CDSB|787647|St Edmund Sep S|Élémentaire|Catholique|Anglais|299
B67083|Dufferin-Peel CDSB|789143|St Elizabeth Seton S|Élémentaire|Catholique|Anglais|351
B67083|Dufferin-Peel CDSB|789763|St Faustina E S|Élémentaire|Catholique|Anglais|606
B67083|Dufferin-Peel CDSB|792586|St Francis Xavier E S|Élémentaire|Catholique|Anglais|430
B67083|Dufferin-Peel CDSB|792594|St Francis Xavier SS|Secondaire|Catholique|Anglais|1982
B67083|Dufferin-Peel CDSB|792020|St Francis of Assisi S|Élémentaire|Catholique|Anglais|535
B67083|Dufferin-Peel CDSB|794791|St Gerard Sep S|Élémentaire|Catholique|Anglais|282
B67083|Dufferin-Peel CDSB|773492|St Gertrude S|Élémentaire|Catholique|Anglais|644
B67083|Dufferin-Peel CDSB|795852|St Gregory S|Élémentaire|Catholique|Anglais|341
B67083|Dufferin-Peel CDSB|796468|St Helen Sep S|Élémentaire|Catholique|Anglais|169
B67083|Dufferin-Peel CDSB|797316|St Herbert S|Élémentaire|Catholique|Anglais|285
B67083|Dufferin-Peel CDSB|797278|St Hilary E S|Élémentaire|Catholique|Anglais|258
B67083|Dufferin-Peel CDSB|798274|St Isaac Jogues E S|Élémentaire|Catholique|Anglais|379
B67083|Dufferin-Peel CDSB|800465|St Jean Brebeuf Sep S|Élémentaire|Catholique|Anglais|334
B67083|Dufferin-Peel CDSB|801100|St Jerome Sep S|Élémentaire|Catholique|Anglais|330
B67083|Dufferin-Peel CDSB|801178|St Joachim Sep S|Élémentaire|Catholique|Anglais|641
B67083|Dufferin-Peel CDSB|690708|St John Bosco S|Élémentaire|Catholique|Anglais|337
B67083|Dufferin-Peel CDSB|803502|St John Fisher Sep S|Élémentaire|Catholique|Anglais|537
B67083|Dufferin-Peel CDSB|801577|St John of the Cross S|Élémentaire|Catholique|Anglais|266
B67083|Dufferin-Peel CDSB|680435|St John the Baptist E S|Élémentaire|Catholique|Anglais|591
B67083|Dufferin-Peel CDSB|806889|St Joseph S|Élémentaire|Catholique|Anglais|166
B67083|Dufferin-Peel CDSB|806919|St Joseph SS|Secondaire|Catholique|Anglais|1412
B67083|Dufferin-Peel CDSB|811041|St Joseph Sep S|Élémentaire|Catholique|Anglais|314
B67083|Dufferin-Peel CDSB|816396|St Jude S|Élémentaire|Catholique|Anglais|290
B67083|Dufferin-Peel CDSB|800007|St Julia C Elem S|Élémentaire|Catholique|Anglais|554
B67083|Dufferin-Peel CDSB|816906|St Kevin S|Élémentaire|Catholique|Anglais|312
B67083|Dufferin-Peel CDSB|818500|St Leonard S|Élémentaire|Catholique|Anglais|391
B67083|Dufferin-Peel CDSB|819883|St Louis S|Élémentaire|Catholique|Anglais|243
B67083|Dufferin-Peel CDSB|819433|St Luke C Elem S|Élémentaire|Catholique|Anglais|509
B67083|Dufferin-Peel CDSB|821381|St Marcellinus SS|Secondaire|Catholique|Anglais|1747
B67083|Dufferin-Peel CDSB|750298|St Margaret of Scotland S|Élémentaire|Catholique|Anglais|567
B67083|Dufferin-Peel CDSB|822639|St Marguerite Bourgeoys Sep S|Élémentaire|Catholique|Anglais|255
B67083|Dufferin-Peel CDSB|822655|St Marguerite d'Youville SS|Secondaire|Catholique|Anglais|1596
B67083|Dufferin-Peel CDSB|821365|St Maria Goretti E S|Élémentaire|Catholique|Anglais|334
B67083|Dufferin-Peel CDSB|823090|St Mark Sep S|Élémentaire|Catholique|Anglais|280
B67083|Dufferin-Peel CDSB|823953|St Martin SS|Secondaire|Catholique|Anglais|1033
B67083|Dufferin-Peel CDSB|824950|St Mary E S|Élémentaire|Catholique|Anglais|242
B67083|Dufferin-Peel CDSB|832308|St Matthew Sep S|Élémentaire|Catholique|Anglais|305
B67083|Dufferin-Peel CDSB|835536|St Monica E S|Élémentaire|Catholique|Anglais|456
B67083|Dufferin-Peel CDSB|836036|St Nicholas E S|Élémentaire|Catholique|Anglais|746
B67083|Dufferin-Peel CDSB|839256|St Patrick S|Élémentaire|Catholique|Anglais|154
B67083|Dufferin-Peel CDSB|841730|St Paul SS|Secondaire|Catholique|Anglais|479
B67083|Dufferin-Peel CDSB|843547|St Peter Sep S|Élémentaire|Catholique|Anglais|276
B67083|Dufferin-Peel CDSB|845779|St Philip E S|Élémentaire|Catholique|Anglais|282
B67083|Dufferin-Peel CDSB|846473|St Pio of Pietrelcina E S|Élémentaire|Catholique|Anglais|408
B67083|Dufferin-Peel CDSB|847933|St Raphael S|Élémentaire|Catholique|Anglais|248
B67083|Dufferin-Peel CDSB|848751|St Raymond E S|Élémentaire|Catholique|Anglais|490
B67083|Dufferin-Peel CDSB|848930|St Richard S|Élémentaire|Catholique|Anglais|314
B67083|Dufferin-Peel CDSB|849286|St Rita E S|Élémentaire|Catholique|Anglais|768
B67083|Dufferin-Peel CDSB|850071|St Rose of Lima Sep S|Élémentaire|Catholique|Anglais|405
B67083|Dufferin-Peel CDSB|850217|St Sebastian C Elem S|Élémentaire|Catholique|Anglais|655
B67083|Dufferin-Peel CDSB|850365|St Simon Stock E S|Élémentaire|Catholique|Anglais|359
B67083|Dufferin-Peel CDSB|850403|St Sofia S|Élémentaire|Catholique|Anglais|498
B67083|Dufferin-Peel CDSB|851000|St Stephen Sep S|Élémentaire|Catholique|Anglais|349
B67083|Dufferin-Peel CDSB|851299|St Teresa of Avila Sep S|Élémentaire|Catholique|Anglais|372
B67083|Dufferin-Peel CDSB|852651|St Therese of the Child Jesus (Elem) Sep S|Élémentaire|Catholique|Anglais|577
B67083|Dufferin-Peel CDSB|854530|St Thomas Aquinas SS|Secondaire|Catholique|Anglais|2045
B67083|Dufferin-Peel CDSB|856207|St Thomas More S|Élémentaire|Catholique|Anglais|577
B67083|Dufferin-Peel CDSB|856673|St Timothy S|Élémentaire|Catholique|Anglais|573
B67083|Dufferin-Peel CDSB|856959|St Ursula E S|Élémentaire|Catholique|Anglais|503
B67083|Dufferin-Peel CDSB|858420|St Valentine E S|Élémentaire|Catholique|Anglais|370
B67083|Dufferin-Peel CDSB|857165|St Veronica E S|Élémentaire|Catholique|Anglais|491
B67083|Dufferin-Peel CDSB|865362|St Vincent de Paul Sep S|Élémentaire|Catholique|Anglais|199
B67083|Dufferin-Peel CDSB|683246|St.  Aidan Catholic E S|Élémentaire|Catholique|Anglais|504
B67083|Dufferin-Peel CDSB|812896|St. André Bessette C Elem S|Élémentaire|Catholique|Anglais|624
B67083|Dufferin-Peel CDSB|775797|St. Barbara E S|Élémentaire|Catholique|Anglais|510
B67083|Dufferin-Peel CDSB|738857|St. Bernard of Clairvaux C Elem S|Élémentaire|Catholique|Anglais|711
B67083|Dufferin-Peel CDSB|684199|St. Bonaventure Catholic E S|Élémentaire|Catholique|Anglais|489
B67083|Dufferin-Peel CDSB|783161|St. Charles Garnier S|Élémentaire|Catholique|Anglais|243
B67083|Dufferin-Peel CDSB|706631|St. James Catholic Global Learning Centr|Élémentaire|Catholique|Anglais|199
B67083|Dufferin-Peel CDSB|776175|St. Jean-Marie Vianney C Elem S|Élémentaire|Catholique|Anglais|524
B67083|Dufferin-Peel CDSB|696056|St. Joan of Arc Catholic SS|Secondaire|Catholique|Anglais|1124
B67083|Dufferin-Peel CDSB|750557|St. John Paul II C Elem S|Élémentaire|Catholique|Anglais|721
B67083|Dufferin-Peel CDSB|724106|St. John XXIII Catholic E S|Élémentaire|Catholique|Anglais|199
B67083|Dufferin-Peel CDSB|721020|St. Josephine Bakhita Catholic E S|Élémentaire|Catholique|Anglais|733
B67083|Dufferin-Peel CDSB|688182|St. Lucy C Elem S|Élémentaire|Catholique|Anglais|486
B67083|Dufferin-Peel CDSB|864570|St. Michael Catholic SS|Secondaire|Catholique|Anglais|1197
B67083|Dufferin-Peel CDSB|784979|St. Roch Catholic SS|Secondaire|Catholique|Anglais|1417
B67083|Dufferin-Peel CDSB|863785|Sts Martha & Mary Sep S|Élémentaire|Catholique|Anglais|354
B67083|Dufferin-Peel CDSB|843466|Sts. Peter & Paul CS|Élémentaire|Catholique|Anglais|206
B67083|Dufferin-Peel CDSB|706418|Venerable Michael McGivney C Elem S|Élémentaire|Catholique|Anglais|514
B67105|Durham CDSB|685984|All Saints Catholic Secondary School|Secondaire|Catholique|Anglais|1163
B67105|Durham CDSB|703923|Archbishop Denis O'Connor Catholic HS|Secondaire|Catholique|Anglais|805
B67105|Durham CDSB|806972|Blessed Pope John Paull II C Elem S|Élémentaire|Catholique|Anglais|341
B67105|Durham CDSB|771406|Brother Andre CS|Élémentaire|Catholique|Anglais|328
B67105|Durham CDSB|682867|Father Donald MacLellan Catholic Sec Sch CS|Secondaire|Catholique|Anglais|309
B67105|Durham CDSB|706990|Father Joseph Venini Catholic S|Élémentaire|Catholique|Anglais|290
B67105|Durham CDSB|710083|Father Leo J Austin Catholic SS|Secondaire|Catholique|Anglais|976
B67105|Durham CDSB|710954|Good Shepherd Catholic S|Élémentaire|Catholique|Anglais|106
B67105|Durham CDSB|720313|Holy Family Catholic S|Élémentaire|Catholique|Anglais|71
B67105|Durham CDSB|718220|Holy Redeemer Catholic S|Élémentaire|Catholique|Anglais|371
B67105|Durham CDSB|721387|Immaculate Conception Catholic S|Élémentaire|Catholique|Anglais|98
B67105|Durham CDSB|724084|John XXIII Catholic S|Élémentaire|Catholique|Anglais|307
B67105|Durham CDSB|735060|Monsignor John Pereyma Catholic SS|Secondaire|Catholique|Anglais|511
B67105|Durham CDSB|741310|Monsignor Paul Dwyer Catholic HS|Secondaire|Catholique|Anglais|878
B67105|Durham CDSB|845884|Monsignor Philip Coffey Catholic S|Élémentaire|Catholique|Anglais|309
B67105|Durham CDSB|733040|Mother Teresa Catholic S|Élémentaire|Catholique|Anglais|469
B67105|Durham CDSB|738050|Notre Dame Catholic SS|Secondaire|Catholique|Anglais|1224
B67105|Durham CDSB|764434|Sir Albert Love Catholic S|Élémentaire|Catholique|Anglais|240
B67105|Durham CDSB|777242|St Bernadette Catholic S|Élémentaire|Catholique|Anglais|728
B67105|Durham CDSB|762083|St Bernard Catholic S|Élémentaire|Catholique|Anglais|322
B67105|Durham CDSB|691259|St Bridget Catholic S|Élémentaire|Catholique|Anglais|506
B67105|Durham CDSB|781282|St Catherine of Siena Catholic S|Élémentaire|Catholique|Anglais|383
B67105|Durham CDSB|784133|St Christopher Catholic S|Élémentaire|Catholique|Anglais|385
B67105|Durham CDSB|789178|St Elizabeth Seton Catholic S|Élémentaire|Catholique|Anglais|882
B67105|Durham CDSB|791806|St Francis de Sales Catholic S|Élémentaire|Catholique|Anglais|183
B67105|Durham CDSB|796352|St Hedwig Catholic S|Élémentaire|Catholique|Anglais|133
B67105|Durham CDSB|798258|St Isaac Jogues Catholic S|Élémentaire|Catholique|Anglais|623
B67105|Durham CDSB|798460|St James Catholic S|Élémentaire|Catholique|Anglais|238
B67105|Durham CDSB|803057|St John Bosco Catholic S|Élémentaire|Catholique|Anglais|729
B67105|Durham CDSB|805327|St John the Evangelist Catholic S|Élémentaire|Catholique|Anglais|236
B67105|Durham CDSB|811696|St Joseph Catholic S|Élémentaire|Catholique|Anglais|298
B67105|Durham CDSB|814423|St Joseph Catholic S|Élémentaire|Catholique|Anglais|468
B67105|Durham CDSB|762733|St Josephine Bakhita Catholic E S|Élémentaire|Catholique|Anglais|636
B67105|Durham CDSB|772020|St Jude Catholic S|Élémentaire|Catholique|Anglais|268
B67105|Durham CDSB|818844|St Leo Catholic S|Élémentaire|Catholique|Anglais|378
B67105|Durham CDSB|820830|St Luke the Evangelist Catholic S|Élémentaire|Catholique|Anglais|521
B67105|Durham CDSB|730718|St Marguerite d'Youville Catholic S|Élémentaire|Catholique|Anglais|310
B67105|Durham CDSB|823015|St Mark the Evangelist Catholic S|Élémentaire|Catholique|Anglais|587
B67105|Durham CDSB|826278|St Mary Catholic SS|Secondaire|Catholique|Anglais|1404
B67105|Durham CDSB|830801|St Matthew the Evangelist Catholic S|Élémentaire|Catholique|Anglais|454
B67105|Durham CDSB|835668|St Monica Catholic S|Élémentaire|Catholique|Anglais|319
B67105|Durham CDSB|840696|St Patrick Catholic S|Élémentaire|Catholique|Anglais|671
B67105|Durham CDSB|843156|St Paul Catholic S|Élémentaire|Catholique|Anglais|318
B67105|Durham CDSB|852902|St Theresa Catholic S|Élémentaire|Catholique|Anglais|211
B67105|Durham CDSB|854980|St Thomas Aquinas Catholic S|Élémentaire|Catholique|Anglais|342
B67105|Durham CDSB|858960|St Wilfrid Catholic S|Élémentaire|Catholique|Anglais|541
B66060|Durham DSB|002801|Adelaide Mclaughlin PS|Élémentaire|Publique|Anglais|292
B66060|Durham DSB|890855|Ajax HS|Secondaire|Publique|Anglais|1219
B66060|Durham DSB|009008|Alexander Graham Bell PS|Élémentaire|Publique|Anglais|576
B66060|Durham DSB|014052|Altona Forest PS|Élémentaire|Publique|Anglais|383
B66060|Durham DSB|892025|Anderson C & VI|Secondaire|Publique|Anglais|903
B66060|Durham DSB|020036|Applecroft PS|Élémentaire|Publique|Anglais|352
B66060|Durham DSB|036609|Bayview Heights PS|Élémentaire|Publique|Anglais|401
B66060|Durham DSB|038083|Beau Valley PS|Élémentaire|Publique|Anglais|289
B66060|Durham DSB|038164|Beaverton PS|Élémentaire|Publique|Anglais|167
B66060|Durham DSB|042269|Bellwood PS|Élémentaire|Publique|Anglais|442
B66060|Durham DSB|637517|Blair Ridge Public School|Élémentaire|Publique|Anglais|734
B66060|Durham DSB|033880|Bobby Orr PS|Élémentaire|Publique|Anglais|277
B66060|Durham DSB|033952|Bolton C Falby PS|Élémentaire|Publique|Anglais|575
B66060|Durham DSB|896446|Brock HS|Secondaire|Publique|Anglais|441
B66060|Durham DSB|179554|Brooklin Village PS|Élémentaire|Publique|Anglais|688
B66060|Durham DSB|072907|C E Broughton PS|Élémentaire|Publique|Anglais|333
B66060|Durham DSB|073547|Cadarackque PS|Élémentaire|Publique|Anglais|666
B66060|Durham DSB|082686|Captain Michael VandenBos PS|Élémentaire|Publique|Anglais|628
B66060|Durham DSB|097110|Carruthers Creek PS|Élémentaire|Publique|Anglais|758
B66060|Durham DSB|094587|Cartwright Central PS|Élémentaire|Publique|Anglais|335
B66060|Durham DSB|619779|Chris Hadfield P.S. (Elem)|Élémentaire|Publique|Anglais|786
B66060|Durham DSB|022128|Clara Hughes Public School E PS|Élémentaire|Publique|Anglais|565
B66060|Durham DSB|443638|Claremont PS|Élémentaire|Publique|Anglais|177
B66060|Durham DSB|117463|College Hill PS|Élémentaire|Publique|Anglais|260
B66060|Durham DSB|116840|Colonel J E Farewell PS|Élémentaire|Publique|Anglais|443
B66060|Durham DSB|124222|Coronation PS|Élémentaire|Publique|Anglais|487
B66060|Durham DSB|933156|DCE - Under 21 CI & VS|Secondaire|Publique|Anglais|<10
B66060|Durham DSB|170662|David Bouchard P.S. E PS|Élémentaire|Publique|Anglais|569
B66060|Durham DSB|904392|Donald A Wilson SS|Secondaire|Publique|Anglais|1614
B66060|Durham DSB|147109|Dr C F Cannon PS|Élémentaire|Publique|Anglais|433
B66060|Durham DSB|147885|Dr Robert Thornton PS|Élémentaire|Publique|Anglais|309
B66060|Durham DSB|147915|Dr Roberta Bondar PS|Élémentaire|Publique|Anglais|298
B66060|Durham DSB|148148|Dr S J Phillips PS|Élémentaire|Publique|Anglais|665
B66060|Durham DSB|005215|Duffin's Bay PS|Élémentaire|Publique|Anglais|271
B66060|Durham DSB|905674|Dunbarton HS|Secondaire|Publique|Anglais|1466
B66060|Durham DSB|905585|Durham Alternative SS|Secondaire|Publique|Anglais|411
B66060|Durham DSB|165514|Eagle Ridge PS|Élémentaire|Publique|Anglais|516
B66060|Durham DSB|156078|Earl A Fairman PS|Élémentaire|Publique|Anglais|212
B66060|Durham DSB|906565|Eastdale C & VI|Secondaire|Publique|Anglais|1123
B66060|Durham DSB|493031|Elizabeth B Phin PS|Élémentaire|Publique|Anglais|319
B66060|Durham DSB|477567|Epsom PS|Élémentaire|Publique|Anglais|32
B66060|Durham DSB|192210|Fairport Beach PS|Élémentaire|Publique|Anglais|228
B66060|Durham DSB|193119|Fallingbrook PS|Élémentaire|Publique|Anglais|404
B66060|Durham DSB|531551|Forest View PS|Élémentaire|Publique|Anglais|401
B66060|Durham DSB|206253|Frenchman's Bay PS|Élémentaire|Publique|Anglais|578
B66060|Durham DSB|911291|G L Roberts C & VI|Secondaire|Publique|Anglais|503
B66060|Durham DSB|210277|Gandatsetiagon PS|Élémentaire|Publique|Anglais|462
B66060|Durham DSB|213829|Glen Dhu PS|Élémentaire|Publique|Anglais|472
B66060|Durham DSB|218103|Glen Street PS|Élémentaire|Publique|Anglais|376
B66060|Durham DSB|219908|Glengrove PS|Élémentaire|Publique|Anglais|323
B66060|Durham DSB|567787|Goodwood PS|Élémentaire|Publique|Anglais|202
B66060|Durham DSB|221805|Gordon B Attersley PS|Élémentaire|Publique|Anglais|417
B66060|Durham DSB|477435|Greenbank PS|Élémentaire|Publique|Anglais|140
B66060|Durham DSB|244791|Harmony Heights PS|Élémentaire|Publique|Anglais|357
B66060|Durham DSB|916331|Henry Street HS|Secondaire|Publique|Anglais|783
B66060|Durham DSB|231533|Highbush PS|Élémentaire|Publique|Anglais|482
B66060|Durham DSB|259160|Hillsdale PS|Élémentaire|Publique|Anglais|129
B66060|Durham DSB|918423|J Clarke Richardson Collegiate|Secondaire|Publique|Anglais|1648
B66060|Durham DSB|280844|Jack Miner PS|Élémentaire|Publique|Anglais|570
B66060|Durham DSB|283495|John Dryden PS|Élémentaire|Publique|Anglais|558
B66060|Durham DSB|286095|Joseph Gould PS|Élémentaire|Publique|Anglais|579
B66060|Durham DSB|446033|Julie Payette|Élémentaire|Publique|Anglais|862
B66060|Durham DSB|124745|Kedron PS|Élémentaire|Publique|Anglais|434
B66060|Durham DSB|304379|Lakeside PS|Élémentaire|Publique|Anglais|327
B66060|Durham DSB|099872|Lakewoods PS|Élémentaire|Publique|Anglais|324
B66060|Durham DSB|311707|Lester B Pearson PS|Élémentaire|Publique|Anglais|355
B66060|Durham DSB|313050|Lincoln Alexander PS|Élémentaire|Publique|Anglais|488
B66060|Durham DSB|312983|Lincoln Avenue PS|Élémentaire|Publique|Anglais|276
B66060|Durham DSB|321176|Lord Elgin PS|Élémentaire|Publique|Anglais|209
B66060|Durham DSB|328740|Maple Ridge PS|Élémentaire|Publique|Anglais|451
B66060|Durham DSB|348503|Mary Street Community S|Élémentaire|Publique|Anglais|160
B66060|Durham DSB|932345|Maxwell Heights Secondary School|Secondaire|Publique|Anglais|1397
B66060|Durham DSB|350508|McCaskill's Mills PS|Élémentaire|Publique|Anglais|453
B66060|Durham DSB|356271|Meadowcrest PS|Élémentaire|Publique|Anglais|318
B66060|Durham DSB|450298|Norman G. Powers PS|Élémentaire|Publique|Anglais|829
B66060|Durham DSB|394819|Nottingham PS|Élémentaire|Publique|Anglais|621
B66060|Durham DSB|932329|O'Neill C & VI|Secondaire|Publique|Anglais|1180
B66060|Durham DSB|425630|Ormiston PS|Élémentaire|Publique|Anglais|340
B66060|Durham DSB|932841|Oshawa Central CI|Secondaire|Publique|Anglais|341
B66060|Durham DSB|935310|Pickering HS|Secondaire|Publique|Anglais|2029
B66060|Durham DSB|443573|Pierre Elliott Trudeau PS|Élémentaire|Publique|Anglais|722
B66060|Durham DSB|935360|Pine Ridge SS|Secondaire|Publique|Anglais|1345
