Numéro du conseil|Nom du conseil|Numéro de l’école|Nom de l’école|Niveau de l’école|Type d’école|Langue de l’école|Effectif
B29122|CSDC du Nouvel-Ontario|762946|É Sép Sainte-Thérèse|Élémentaire|Catholique|Français|158
B29122|CSDC du Nouvel-Ontario|811173|É Sép St-Joseph|Élémentaire|Catholique|Français|139
B29122|CSDC du Nouvel-Ontario|789607|É Sép St-Étienne|Élémentaire|Catholique|Français|164
B29122|CSDC du Nouvel-Ontario|705080|É Sép Élém l'Horizon|Élémentaire|Catholique|Français|10
B29122|CSDC du Nouvel-Ontario|705970|É Élém C Jean-Paul II|Élémentaire|Catholique|Français|500
B29122|CSDC du Nouvel-Ontario|750518|É Élém C Trillium|Élémentaire|Catholique|Français|28
B29122|CSDC du Nouvel-Ontario|704989|ÉS C Franco-Ouest|Secondaire|Catholique|Français|33
B29122|CSDC du Nouvel-Ontario|705004|ÉS C Jeunesse-Nord|Secondaire|Catholique|Français|81
B29122|CSDC du Nouvel-Ontario|701700|ÉS C Saint-Joseph|Secondaire|Catholique|Français|53
B29122|CSDC du Nouvel-Ontario|704970|ÉS C Trillium|Secondaire|Catholique|Français|57
B29122|CSDC du Nouvel-Ontario|771473|ÉS C l'Horizon|Secondaire|Catholique|Français|325
B29122|CSDC du Nouvel-Ontario|696048|ÉS Catholique Champlain|Secondaire|Catholique|Français|207
B29122|CSDC du Nouvel-Ontario|707511|ÉS Notre-Dame-du-Sault|Secondaire|Catholique|Français|57
B29122|CSDC du Nouvel-Ontario|705110|ÉS du Sacré-Coeur|Secondaire|Catholique|Français|275
B29122|CSDC du Nouvel-Ontario|871029|École Alliance St-Joseph|Élémentaire|Catholique|Français|433
B29122|CSDC du Nouvel-Ontario|774379|École Notre-Dame-du-Sault|Élémentaire|Catholique|Français|266
B67300|Conseil scolaire catholique Providence|860919|Centre de formation pour adultes|Secondaire|Catholique|Français|23
B67300|Conseil scolaire catholique Providence|707880|É Élém C Frère André|Élémentaire|Catholique|Français|377
B67300|Conseil scolaire catholique Providence|708054|É Élém C Georges P Vanier|Élémentaire|Catholique|Français|321
B67300|Conseil scolaire catholique Providence|732400|É Élém C Monseigneur Augustin Caron|Élémentaire|Catholique|Français|587
B67300|Conseil scolaire catholique Providence|797359|É Élém C Monseigneur Jean Noël|Élémentaire|Catholique|Français|471
B67300|Conseil scolaire catholique Providence|695025|É Élém C Monseigneur-Bruyère|Élémentaire|Catholique|Français|156
B67300|Conseil scolaire catholique Providence|765865|É Élém C Notre-Dame|Élémentaire|Catholique|Français|48
B67300|Conseil scolaire catholique Providence|705349|É Élém C Pavillon des Jeunes|Élémentaire|Catholique|Français|428
B67300|Conseil scolaire catholique Providence|768138|É Élém C Saint-Ambroise|Élémentaire|Catholique|Français|101
B67300|Conseil scolaire catholique Providence|774901|É Élém C Saint-Antoine|Élémentaire|Catholique|Français|313
B67300|Conseil scolaire catholique Providence|787515|É Élém C Saint-Edmond|Élémentaire|Catholique|Français|229
B67300|Conseil scolaire catholique Providence|791288|É Élém C Saint-Francis|Élémentaire|Catholique|Français|142
B67300|Conseil scolaire catholique Providence|792187|É Élém C Saint-François-Xavier|Élémentaire|Catholique|Français|59
B67300|Conseil scolaire catholique Providence|804150|É Élém C Saint-Jean-Baptiste|Élémentaire|Catholique|Français|387
B67300|Conseil scolaire catholique Providence|715539|É Élém C Saint-Jean-de-Brébeuf|Élémentaire|Catholique|Français|340
B67300|Conseil scolaire catholique Providence|832626|É Élém C Saint-Michel|Élémentaire|Catholique|Français|564
B67300|Conseil scolaire catholique Providence|863009|É Élém C Saint-Paul|Élémentaire|Catholique|Français|154
B67300|Conseil scolaire catholique Providence|845639|É Élém C Saint-Philippe|Élémentaire|Catholique|Français|151
B67300|Conseil scolaire catholique Providence|855375|É Élém C Saint-Thomas-d'Aquin|Élémentaire|Catholique|Français|294
B67300|Conseil scolaire catholique Providence|861170|É Élém C Sainte-Catherine|Élémentaire|Catholique|Français|226
B67300|Conseil scolaire catholique Providence|730327|É Élém C Sainte-Marguerite-Bourgeoys|Élémentaire|Catholique|Français|399
B67300|Conseil scolaire catholique Providence|822540|É Élém C Sainte-Marie|Élémentaire|Catholique|Français|335
B67300|Conseil scolaire catholique Providence|863394|É Élém C Sainte-Thérèse|Élémentaire|Catholique|Français|505
B67300|Conseil scolaire catholique Providence|863726|É Élém C Sainte-Ursule|Élémentaire|Catholique|Français|205
B67300|Conseil scolaire catholique Providence|728659|É Élém C St-Dominique-Savio|Élémentaire|Catholique|Français|179
B67300|Conseil scolaire catholique Providence|701777|É Élém C Ste-Jeanne-d'Arc|Élémentaire|Catholique|Français|258
B67300|Conseil scolaire catholique Providence|761907|É Élém C Ste-Marguerite-d'Youville|Élémentaire|Catholique|Français|422
B67300|Conseil scolaire catholique Providence|704717|ÉS C E.J.Lajeunesse|Secondaire|Catholique|Français|389
B67300|Conseil scolaire catholique Providence|728772|ÉS C l'Essor|Secondaire|Catholique|Français|648
B67300|Conseil scolaire catholique Providence|708500|ÉS C École secondaire Monseigneur-Bruyère|Secondaire|Catholique|Français|198
B67300|Conseil scolaire catholique Providence|705438|ÉS C École secondaire Notre-Dame|Secondaire|Catholique|Français|54
B67300|Conseil scolaire catholique Providence|705101|ÉS C École secondaire Saint-Dominique-Savio|Secondaire|Catholique|Français|21
B67300|Conseil scolaire catholique Providence|791601|ÉS C École secondaire Saint-François-Xavier|Secondaire|Catholique|Français|117
B67300|Conseil scolaire catholique Providence|707015|ÉS C École secondaire de Pain Court|Secondaire|Catholique|Français|219
B66311|CÉP de l'Est de l'Ontario|900516|Centre d'éducation et de formation de|Secondaire|Publique|Français|201
B66311|CÉP de l'Est de l'Ontario|196502|É Élém L'Académie de la Seigneurie|Élémentaire|Publique|Français|217
B66311|CÉP de l'Est de l'Ontario|488291|ÉEP Carrefour Jeunesse|Élémentaire|Publique|Français|339
B66311|CÉP de l'Est de l'Ontario|412597|ÉEP Charlotte Lemieux|Élémentaire|Publique|Français|498
B66311|CÉP de l'Est de l'Ontario|000230|ÉEP Cité Jeunesse|Élémentaire|Publique|Français|256
B66311|CÉP de l'Est de l'Ontario|079839|ÉEP De la Rivière Castor|Élémentaire|Publique|Français|207
B66311|CÉP de l'Est de l'Ontario|138681|ÉEP De la Salle|Élémentaire|Publique|Français|382
B66311|CÉP de l'Est de l'Ontario|417726|ÉEP Des Sentiers|Élémentaire|Publique|Français|448
B66311|CÉP de l'Est de l'Ontario|419796|ÉEP Francojeunesse|Élémentaire|Publique|Français|590
B66311|CÉP de l'Est de l'Ontario|204986|ÉEP Gabrielle-Roy|Élémentaire|Publique|Français|538
B66311|CÉP de l'Est de l'Ontario|215970|ÉEP Gisèle-Lalonde|Élémentaire|Publique|Français|341
B66311|CÉP de l'Est de l'Ontario|194239|ÉEP Jeanne-Sauvé|Élémentaire|Publique|Français|393
B66311|CÉP de l'Est de l'Ontario|287180|ÉEP Kanata|Élémentaire|Publique|Français|538
B66311|CÉP de l'Est de l'Ontario|302864|ÉEP L'Héritage|Élémentaire|Publique|Français|62
B66311|CÉP de l'Est de l'Ontario|156108|ÉEP L'Odyssée|Élémentaire|Publique|Français|409
B66311|CÉP de l'Est de l'Ontario|439568|ÉEP L'Équinoxe|Élémentaire|Publique|Français|176
B66311|CÉP de l'Est de l'Ontario|540030|ÉEP Le Prélude|Élémentaire|Publique|Français|433
B66311|CÉP de l'Est de l'Ontario|313190|ÉEP Le Sommet|Élémentaire|Publique|Français|112
B66311|CÉP de l'Est de l'Ontario|156051|ÉEP Le Trillium|Élémentaire|Publique|Français|180
B66311|CÉP de l'Est de l'Ontario|323187|ÉEP Louis-Riel|Élémentaire|Publique|Français|230
B66311|CÉP de l'Est de l'Ontario|384771|ÉEP Madeleine-de-Roybon|Élémentaire|Publique|Français|374
B66311|CÉP de l'Est de l'Ontario|488550|ÉEP Marc-Garneau|Élémentaire|Publique|Français|34
B66311|CÉP de l'Est de l'Ontario|164852|ÉEP Marie-Curie|Élémentaire|Publique|Français|357
B66311|CÉP de l'Est de l'Ontario|247352|ÉEP Maurice-Lapointe|Élémentaire|Publique|Français|417
B66311|CÉP de l'Est de l'Ontario|327445|ÉEP Michaëlle-Jean|Élémentaire|Publique|Français|625
B66311|CÉP de l'Est de l'Ontario|064491|ÉEP Mille-Iles|Élémentaire|Publique|Français|53
B66311|CÉP de l'Est de l'Ontario|250627|ÉEP Nouvel Horizon|Élémentaire|Publique|Français|228
B66311|CÉP de l'Est de l'Ontario|156035|ÉEP Omer-Deslauriers|Élémentaire|Publique|Français|210
B66311|CÉP de l'Est de l'Ontario|383392|ÉEP Rose des Vents|Élémentaire|Publique|Français|449
B66311|CÉP de l'Est de l'Ontario|195774|ÉEP Séraphin-Marion|Élémentaire|Publique|Français|316
B66311|CÉP de l'Est de l'Ontario|383376|ÉEP Terre des Jeunes|Élémentaire|Publique|Français|147
B66311|CÉP de l'Est de l'Ontario|559458|ÉEP Trille des Bois|Élémentaire|Publique|Français|362
B66311|CÉP de l'Est de l'Ontario|014764|ÉI L'Équinoxe|Élémentaire|Publique|Français|44
B66311|CÉP de l'Est de l'Ontario|898582|ÉS L'Académie de la Seigneurie|Secondaire|Publique|Français|62
B66311|CÉP de l'Est de l'Ontario|922609|ÉS des adultes Le Carrefour|Secondaire|Publique|Français|533
B66311|CÉP de l'Est de l'Ontario|907430|ÉSP De La Salle|Secondaire|Publique|Français|740
B66311|CÉP de l'Est de l'Ontario|912662|ÉSP Gisèle-Lalonde|Secondaire|Publique|Français|608
B66311|CÉP de l'Est de l'Ontario|920550|ÉSP L'Alternative|Secondaire|Publique|Français|104
B66311|CÉP de l'Est de l'Ontario|907464|ÉSP L'Héritage|Secondaire|Publique|Français|117
B66311|CÉP de l'Est de l'Ontario|907480|ÉSP L'Équinoxe|Secondaire|Publique|Français|35
B66311|CÉP de l'Est de l'Ontario|949540|ÉSP Le Sommet|Secondaire|Publique|Français|256
B66311|CÉP de l'Est de l'Ontario|904945|ÉSP Louis-Riel|Secondaire|Publique|Français|536
B66311|CÉP de l'Est de l'Ontario|901539|ÉSP Marc-Garneau|Secondaire|Publique|Français|70
B66311|CÉP de l'Est de l'Ontario|930144|ÉSP Maurice-Lapointe|Secondaire|Publique|Français|71
B66311|CÉP de l'Est de l'Ontario|907472|ÉSP Mille-Iles|Secondaire|Publique|Français|36
B66311|CÉP de l'Est de l'Ontario|907421|ÉSP Omer-Deslauriers|Secondaire|Publique|Français|379
B66150|DSB Niagara|000590|A K Wigg PS|Élémentaire|Publique|Anglais|315
B66150|DSB Niagara|890200|A N Myer SS|Secondaire|Publique|Anglais|1035
B66150|DSB Niagara|010081|Alexandra PS|Élémentaire|Publique|Anglais|200
B66150|DSB Niagara|505005|Applewood PS|Élémentaire|Publique|Anglais|176
B66150|DSB Niagara|894109|Beamsville DSS|Secondaire|Publique|Anglais|563
B66150|DSB Niagara|045691|Bertie PS|Élémentaire|Publique|Anglais|225
B66150|DSB Niagara|070661|Burleigh Hill PS|Élémentaire|Publique|Anglais|124
B66150|DSB Niagara|073784|Caistor Central PS|Élémentaire|Publique|Anglais|180
B66150|DSB Niagara|084700|Carleton PS|Élémentaire|Publique|Anglais|217
B66150|DSB Niagara|947180|Centennial SS|Secondaire|Publique|Anglais|792
B66150|DSB Niagara|094978|Central PS|Élémentaire|Publique|Anglais|575
B66150|DSB Niagara|105767|Cherrywood Acres PS|Élémentaire|Publique|Anglais|238
B66150|DSB Niagara|117722|College Street PS|Élémentaire|Publique|Anglais|406
B66150|DSB Niagara|121754|Connaught PS|Élémentaire|Publique|Anglais|243
B66150|DSB Niagara|235750|Crossroads PS|Élémentaire|Publique|Anglais|457
B66150|DSB Niagara|129429|Crystal Beach PS|Élémentaire|Publique|Anglais|123
B66150|DSB Niagara|547449|DSBN Academy|Élémentaire|Publique|Anglais|211
B66150|DSB Niagara|935455|DSBN Academy|Secondaire|Publique|Anglais|116
B66150|DSB Niagara|131890|Dalewood PS|Élémentaire|Publique|Anglais|427
B66150|DSB Niagara|139823|DeWitt Carter PS|Élémentaire|Publique|Anglais|248
B66150|DSB Niagara|001793|Diamond Trail PS|Élémentaire|Publique|Anglais|343
B66150|DSB Niagara|156418|E I McCulley PS|Élémentaire|Publique|Anglais|207
B66150|DSB Niagara|906328|E L Crossley SS|Secondaire|Publique|Anglais|789
B66150|DSB Niagara|156841|E W Farr Memorial PS|Élémentaire|Publique|Anglais|132
B66150|DSB Niagara|906972|Eastdale SS|Secondaire|Publique|Anglais|421
B66150|DSB Niagara|907677|Eden HS|Secondaire|Publique|Anglais|842
B66150|DSB Niagara|165956|Edith Cavell PS|Élémentaire|Publique|Anglais|192
B66150|DSB Niagara|195596|Ferndale PS|Élémentaire|Publique|Anglais|386
B66150|DSB Niagara|197416|Fitch Street PS|Élémentaire|Publique|Anglais|294
B66150|DSB Niagara|326785|Forestview PS|Élémentaire|Publique|Anglais|564
B66150|DSB Niagara|910740|Fort Erie SS|Secondaire|Publique|Anglais|403
B66150|DSB Niagara|207810|Gainsborough Central PS|Élémentaire|Publique|Anglais|212
B66150|DSB Niagara|210358|Garrison Road PS|Élémentaire|Publique|Anglais|449
B66150|DSB Niagara|217956|Glen Ridge PS|Élémentaire|Publique|Anglais|90
B66150|DSB Niagara|218600|Glendale PS|Élémentaire|Publique|Anglais|181
B66150|DSB Niagara|201138|Glynn A Green PS|Élémentaire|Publique|Anglais|419
B66150|DSB Niagara|221856|Gordon PS|Élémentaire|Publique|Anglais|509
B66150|DSB Niagara|914010|Governor Simcoe SS|Secondaire|Publique|Anglais|791
B66150|DSB Niagara|225754|Gracefield PS|Élémentaire|Publique|Anglais|159
B66150|DSB Niagara|226556|Grand Avenue PS|Élémentaire|Publique|Anglais|231
B66150|DSB Niagara|228010|Grapeview PS|Élémentaire|Publique|Anglais|422
B66150|DSB Niagara|229520|Greendale PS|Élémentaire|Publique|Anglais|278
B66150|DSB Niagara|914517|Grimsby SS|Secondaire|Publique|Anglais|760
B66150|DSB Niagara|254223|Heximer Avenue PS|Élémentaire|Publique|Anglais|187
B66150|DSB Niagara|281000|Jacob Beam PS|Élémentaire|Publique|Anglais|234
B66150|DSB Niagara|281654|James Morden PS|Élémentaire|Publique|Anglais|298
B66150|DSB Niagara|264237|Jeanne Sauve PS|Élémentaire|Publique|Anglais|523
B66150|DSB Niagara|283991|John Marshall PS|Élémentaire|Publique|Anglais|322
B66150|DSB Niagara|287660|Kate S Durdan PS|Élémentaire|Publique|Anglais|270
B66150|DSB Niagara|304921|Lakeview PS|Élémentaire|Publique|Anglais|443
B66150|DSB Niagara|921750|Laura Secord SS|Secondaire|Publique|Anglais|752
B66150|DSB Niagara|922854|Lifetime Learning Centre SS|Secondaire|Publique|Anglais|244
B66150|DSB Niagara|313114|Lincoln Centennial PS|Élémentaire|Publique|Anglais|264
B66150|DSB Niagara|318086|Lockview PS|Élémentaire|Publique|Anglais|351
B66150|DSB Niagara|344834|Martha Cullimore PS|Élémentaire|Publique|Anglais|174
B66150|DSB Niagara|350036|Maywood PS|Élémentaire|Publique|Anglais|160
B66150|DSB Niagara|352500|McKay PS|Élémentaire|Publique|Anglais|425
B66150|DSB Niagara|360562|Memorial PS|Élémentaire|Publique|Anglais|202
B66150|DSB Niagara|382868|Nelles PS|Élémentaire|Publique|Anglais|242
B66150|DSB Niagara|414514|Oakridge PS|Élémentaire|Publique|Anglais|252
B66150|DSB Niagara|414905|Oakwood PS|Élémentaire|Publique|Anglais|175
B66150|DSB Niagara|417521|Ontario PS|Élémentaire|Publique|Anglais|213
B66150|DSB Niagara|419320|Orchard Park PS|Élémentaire|Publique|Anglais|332
B66150|DSB Niagara|433357|Park PS|Élémentaire|Publique|Anglais|154
B66150|DSB Niagara|436615|Parliament Oak PS|Élémentaire|Publique|Anglais|110
B66150|DSB Niagara|436747|Parnall PS|Élémentaire|Publique|Anglais|310
B66150|DSB Niagara|557773|Peace Bridge PS|Élémentaire|Publique|Anglais|341
B66150|DSB Niagara|439193|Pelham Centre PS|Élémentaire|Publique|Anglais|154
B66150|DSB Niagara|514780|Pine Grove PS|Élémentaire|Publique|Anglais|272
B66150|DSB Niagara|449350|Plymouth PS|Élémentaire|Publique|Anglais|284
B66150|DSB Niagara|935700|Port Colborne HS|Secondaire|Publique|Anglais|472
B66150|DSB Niagara|451568|Port Weller PS|Élémentaire|Publique|Anglais|274
B66150|DSB Niagara|452084|Power Glen S|Élémentaire|Publique|Anglais|429
B66150|DSB Niagara|455989|Prince Philip PS|Élémentaire|Publique|Anglais|417
B66150|DSB Niagara|456110|Prince Philip PS|Élémentaire|Publique|Anglais|514
B66150|DSB Niagara|455075|Prince of Wales PS|Élémentaire|Publique|Anglais|276
B66150|DSB Niagara|455202|Prince of Wales PS|Élémentaire|Publique|Anglais|161
B66150|DSB Niagara|457540|Princess Elizabeth PS|Élémentaire|Publique|Anglais|406
B66150|DSB Niagara|458066|Princess Margaret PS|Élémentaire|Publique|Anglais|435
B66150|DSB Niagara|461415|Quaker Road PS|Élémentaire|Publique|Anglais|275
B66150|DSB Niagara|464694|Queen Mary PS|Élémentaire|Publique|Anglais|53
B66150|DSB Niagara|483117|Richmond Street PS|Élémentaire|Publique|Anglais|480
B66150|DSB Niagara|484695|Ridgeway PS|Élémentaire|Publique|Anglais|174
B66150|DSB Niagara|938823|Ridgeway-Crystal Beach HS|Secondaire|Publique|Anglais|444
B66150|DSB Niagara|485365|River View PS|Élémentaire|Publique|Anglais|297
B66150|DSB Niagara|491861|Ross PS|Élémentaire|Publique|Anglais|205
B66150|DSB Niagara|505382|Senator Gibson|Élémentaire|Publique|Anglais|529
B66150|DSB Niagara|514748|Simcoe Street PS|Élémentaire|Publique|Anglais|182
B66150|DSB Niagara|942464|Sir Winston Churchill SS|Secondaire|Publique|Anglais|982
B66150|DSB Niagara|517453|Smith PS|Élémentaire|Publique|Anglais|300
B66150|DSB Niagara|943240|South Lincoln HS|Secondaire|Publique|Anglais|284
B66150|DSB Niagara|944157|St Catharines CI & VS|Secondaire|Publique|Anglais|717
B66150|DSB Niagara|529648|St Davids PS|Élémentaire|Publique|Anglais|273
B66150|DSB Niagara|945064|Stamford Collegiate|Secondaire|Publique|Anglais|809
B66150|DSB Niagara|535419|Steele Street PS|Élémentaire|Publique|Anglais|181
B66150|DSB Niagara|536636|Stevensville PS|Élémentaire|Publique|Anglais|341
B66150|DSB Niagara|948055|Thorold SS|Secondaire|Publique|Anglais|526
B66150|DSB Niagara|578088|Twenty Valley PS|Élémentaire|Publique|Anglais|477
B66150|DSB Niagara|569348|Valley Way PS|Élémentaire|Publique|Anglais|258
B66150|DSB Niagara|573507|Victoria PS|Élémentaire|Publique|Anglais|88
B66150|DSB Niagara|598984|Westdale PS|Élémentaire|Publique|Anglais|317
B66150|DSB Niagara|952214|Westlane SS|Secondaire|Publique|Anglais|635
B66150|DSB Niagara|602493|Westmount PS|Élémentaire|Publique|Anglais|167
B66150|DSB Niagara|607436|William E Brown PS|Élémentaire|Publique|Anglais|164
B66150|DSB Niagara|510530|William Hamilton Merritt PS|Élémentaire|Publique|Anglais|248
B66150|DSB Niagara|581178|Winger PS|Élémentaire|Publique|Anglais|159
B66150|DSB Niagara|618870|Woodland PS|Élémentaire|Publique|Anglais|139
B28002|DSB Ontario North East|045578|Bertha Shaw PS|Élémentaire|Publique|Anglais|266
B28002|DSB Ontario North East|097969|Central S|Élémentaire|Publique|Anglais|212
B28002|DSB Ontario North East|252018|Clayton Brown PS|Élémentaire|Publique|Anglais|50
B28002|DSB Ontario North East|902292|Cochrane HS|Secondaire|Publique|Anglais|196
B28002|DSB Ontario North East|114073|Cochrane PS|Élémentaire|Publique|Anglais|365
B28002|DSB Ontario North East|140210|Diamond Jubilee PS|Élémentaire|Publique|Anglais|121
B28002|DSB Ontario North East|282170|Elk Lake PS|Élémentaire|Publique|Anglais|25
B28002|DSB Ontario North East|908924|Englehart HS|Secondaire|Publique|Anglais|189
B28002|DSB Ontario North East|181552|Englehart PS|Élémentaire|Publique|Anglais|201
B28002|DSB Ontario North East|193771|Federal PS|Élémentaire|Publique|Anglais|137
B28002|DSB Ontario North East|221554|Golden Avenue PS|Élémentaire|Publique|Anglais|199
B28002|DSB Ontario North East|238759|Haileybury PS|Élémentaire|Publique|Anglais|120
B28002|DSB Ontario North East|916293|Hearst HS|Secondaire|Publique|Anglais|25
B28002|DSB Ontario North East|076104|Iroquois Falls PS|Élémentaire|Publique|Anglais|149
B28002|DSB Ontario North East|918288|Iroquois Falls SS|Secondaire|Publique|Anglais|202
B28002|DSB Ontario North East|347957|Joseph H Kennedy PS|Élémentaire|Publique|Anglais|138
B28002|DSB Ontario North East|919063|Kapuskasing DHS|Secondaire|Publique|Anglais|178
B28002|DSB Ontario North East|291048|Kerns PS|Élémentaire|Publique|Anglais|92
B28002|DSB Ontario North East|296600|Kirkland Lake District Composite E S|Élémentaire|Publique|Anglais|109
B28002|DSB Ontario North East|920363|Kirkland Lake District Composite SS|Secondaire|Publique|Anglais|452
B28002|DSB Ontario North East|384224|New Liskeard PS|Élémentaire|Publique|Anglais|384
B28002|DSB Ontario North East|933287|PACE (Adult Continuing Education)|Secondaire|Publique|Anglais|35
B28002|DSB Ontario North East|445061|Pinecrest PS|Élémentaire|Publique|Anglais|254
B28002|DSB Ontario North East|468371|R Ross Beattie Sr PS|Élémentaire|Publique|Anglais|283
B28002|DSB Ontario North East|943509|Roland Michener SS|Secondaire|Publique|Anglais|299
B28002|DSB Ontario North East|428797|Roland Michener SS (Elem)|Élémentaire|Publique|Anglais|96
B28002|DSB Ontario North East|502030|Schumacher PS|Élémentaire|Publique|Anglais|176
B28002|DSB Ontario North East|519294|Smooth Rock Falls PS|Élémentaire|Publique|Anglais|30
B28002|DSB Ontario North East|550809|Temagami PS|Élémentaire|Publique|Anglais|19
B28002|DSB Ontario North East|946940|Timiskaming District SS|Secondaire|Publique|Anglais|682
B28002|DSB Ontario North East|270291|Timmins Centennial Public School|Élémentaire|Publique|Anglais|533
B28002|DSB Ontario North East|948578|Timmins H & VS|Secondaire|Publique|Anglais|758
B28002|DSB Ontario North East|361747|W Earle Miller PS|Élémentaire|Publique|Anglais|354
B67083|Dufferin-Peel CDSB|685461|All Saints CS|Élémentaire|Catholique|Anglais|377
B67083|Dufferin-Peel CDSB|736228|Archbishop Romero Catholic SS|Secondaire|Catholique|Anglais|229
B67083|Dufferin-Peel CDSB|687308|Ascension of Our Lord SS|Secondaire|Catholique|Anglais|820
B67083|Dufferin-Peel CDSB|689556|Bishop Francis Allen Catholic S|Élémentaire|Catholique|Anglais|339
B67083|Dufferin-Peel CDSB|682438|Bishop Scalabrini S|Élémentaire|Catholique|Anglais|549
B67083|Dufferin-Peel CDSB|733229|Blessed Teresa of Calcutta C Elem S|Élémentaire|Catholique|Anglais|221
B67083|Dufferin-Peel CDSB|693715|Canadian Martyrs S|Élémentaire|Catholique|Anglais|491
B67083|Dufferin-Peel CDSB|749813|Cardinal Ambrozic Catholic SS|Secondaire|Catholique|Anglais|1264
B67083|Dufferin-Peel CDSB|850888|Cardinal Leger SS|Secondaire|Catholique|Anglais|1133
B67083|Dufferin-Peel CDSB|723967|Cardinal Newman Catholic S|Élémentaire|Catholique|Anglais|506
B67083|Dufferin-Peel CDSB|697095|Christ The King CS|Élémentaire|Catholique|Anglais|265
B67083|Dufferin-Peel CDSB|701807|Corpus Christi S|Élémentaire|Catholique|Anglais|233
B67083|Dufferin-Peel CDSB|703222|Divine Mercy S|Élémentaire|Catholique|Anglais|565
B67083|Dufferin-Peel CDSB|696307|Father C W Sullivan Catholic S|Élémentaire|Catholique|Anglais|306
B67083|Dufferin-Peel CDSB|706337|Father Clair Tipping S|Élémentaire|Catholique|Anglais|399
B67083|Dufferin-Peel CDSB|857238|Father Daniel Zanon E S|Élémentaire|Catholique|Anglais|416
B67083|Dufferin-Peel CDSB|730441|Father Francis McSpiritt Catholic E S|Élémentaire|Catholique|Anglais|630
B67083|Dufferin-Peel CDSB|706957|Father Michael Goetz SS|Secondaire|Catholique|Anglais|1428
B67083|Dufferin-Peel CDSB|708038|Georges Vanier Catholic S|Élémentaire|Catholique|Anglais|281
B67083|Dufferin-Peel CDSB|708070|Good Shepherd C Elem S|Élémentaire|Catholique|Anglais|425
B67083|Dufferin-Peel CDSB|708143|Guardian Angels Catholic E S|Élémentaire|Catholique|Anglais|612
B67083|Dufferin-Peel CDSB|714909|Holy Cross S|Élémentaire|Catholique|Anglais|594
B67083|Dufferin-Peel CDSB|716405|Holy Family S|Élémentaire|Catholique|Anglais|294
B67083|Dufferin-Peel CDSB|718114|Holy Name of Mary SS|Secondaire|Catholique|Anglais|795
B67083|Dufferin-Peel CDSB|819219|Holy Spirit C Elem S|Élémentaire|Catholique|Anglais|416
B67083|Dufferin-Peel CDSB|722790|Iona SS|Secondaire|Catholique|Anglais|1040
B67083|Dufferin-Peel CDSB|724564|John Cabot Catholic SS|Secondaire|Catholique|Anglais|927
B67083|Dufferin-Peel CDSB|726494|Lester B Pearson Catholic S|Élémentaire|Catholique|Anglais|422
B67083|Dufferin-Peel CDSB|798118|Loyola Catholic SS|Secondaire|Catholique|Anglais|1014
B67083|Dufferin-Peel CDSB|730742|Mary Fix Catholic S|Élémentaire|Catholique|Anglais|281
B67083|Dufferin-Peel CDSB|731447|Metropolitan Andrei Catholic S|Élémentaire|Catholique|Anglais|494
B67083|Dufferin-Peel CDSB|690694|Notre Dame Catholic SS|Secondaire|Catholique|Anglais|1525
B67083|Dufferin-Peel CDSB|742171|Our Lady of Fatima S|Élémentaire|Catholique|Anglais|290
B67083|Dufferin-Peel CDSB|742821|Our Lady of Good Voyage Catholic S|Élémentaire|Catholique|Anglais|195
B67083|Dufferin-Peel CDSB|782606|Our Lady of Lourdes Catholic E S|Élémentaire|Catholique|Anglais|369
B67083|Dufferin-Peel CDSB|747440|Our Lady of Mercy E S|Élémentaire|Catholique|Anglais|313
B67083|Dufferin-Peel CDSB|742333|Our Lady of Mount Carmel SS|Secondaire|Catholique|Anglais|1734
B67083|Dufferin-Peel CDSB|749087|Our Lady of Peace S|Élémentaire|Catholique|Anglais|402
B67083|Dufferin-Peel CDSB|747882|Our Lady of Providence E S|Élémentaire|Catholique|Anglais|556
B67083|Dufferin-Peel CDSB|750042|Pauline Vanier C Elem S|Élémentaire|Catholique|Anglais|340
B67083|Dufferin-Peel CDSB|751430|Philip Pocock Catholic SS|Secondaire|Catholique|Anglais|1207
B67083|Dufferin-Peel CDSB|752029|Queen of Heaven S|Élémentaire|Catholique|Anglais|366
B67083|Dufferin-Peel CDSB|753211|Robert F Hall Catholic SS|Secondaire|Catholique|Anglais|764
B67083|Dufferin-Peel CDSB|867942|Sacred Heart Sep S|Élémentaire|Catholique|Anglais|228
B67083|Dufferin-Peel CDSB|759481|San Lorenzo Ruiz E S|Élémentaire|Catholique|Anglais|471
B67083|Dufferin-Peel CDSB|770434|St Agnes Sep S|Élémentaire|Catholique|Anglais|279
B67083|Dufferin-Peel CDSB|766364|St Albert of Jerusalem E S|Élémentaire|Catholique|Anglais|688
B67083|Dufferin-Peel CDSB|759562|St Alfred S|Élémentaire|Catholique|Anglais|419
B67083|Dufferin-Peel CDSB|767255|St Aloysius Gonzaga SS|Secondaire|Catholique|Anglais|1798
B67083|Dufferin-Peel CDSB|772496|St Andrew S|Élémentaire|Catholique|Anglais|388
B67083|Dufferin-Peel CDSB|770620|St Angela Merici C Elem S|Élémentaire|Catholique|Anglais|575
B67083|Dufferin-Peel CDSB|771759|St Anne Sep S|Élémentaire|Catholique|Anglais|521
B67083|Dufferin-Peel CDSB|773530|St Anthony S|Élémentaire|Catholique|Anglais|420
