Board Number|Board Name|School Number|School Name|School Level|School Type|School Language|Enrolment
B66052|Toronto DSB|063770|Broadlands PS|Elementary|Public|English|583
B66052|Toronto DSB|064424|Brock PS|Elementary|Public|English|275
B66052|Toronto DSB|066508|Brookhaven PS|Elementary|Public|English|413
B66052|Toronto DSB|066540|Brookmill Boulevard Jr PS|Elementary|Public|English|258
B66052|Toronto DSB|356315|Brookside PS|Elementary|Public|English|774
B66052|Toronto DSB|282227|Brookview Md S|Elementary|Public|English|408
B66052|Toronto DSB|067156|Brown Jr PS|Elementary|Public|English|615
B66052|Toronto DSB|067547|Bruce PS|Elementary|Public|English|217
B66052|Toronto DSB|068713|Buchanan PS|Elementary|Public|English|307
B66052|Toronto DSB|897485|Burnhamthorpe CI|Secondary|Public|English|396
B66052|Toronto DSB|071749|Burrows Hall Jr PS|Elementary|Public|English|218
B66052|Toronto DSB|072745|C D Farquharson Jr PS|Elementary|Public|English|371
B66052|Toronto DSB|128058|C R Marchant Md S|Elementary|Public|English|394
B66052|Toronto DSB|897744|C W Jefferys CI|Secondary|Public|English|734
B66052|Toronto DSB|890529|CALC SS|Secondary|Public|English|542
B66052|Toronto DSB|075990|Calico PS|Elementary|Public|English|269
B66052|Toronto DSB|080020|Cameron PS|Elementary|Public|English|325
B66052|Toronto DSB|912651|Caring and Safe Schools Area A|Secondary|Public|English|<10
B66052|Toronto DSB|952524|Caring and Safe Schools Area B|Secondary|Public|English|<10
B66052|Toronto DSB|899704|Caring and Safe Schools Area C|Secondary|Public|English|<10
B66052|Toronto DSB|909300|Caring and Safe Schools Area D|Secondary|Public|English|<10
B66052|Toronto DSB|425826|Carleton Village Jr & Sr PS|Elementary|Public|English|308
B66052|Toronto DSB|088080|Cassandra PS|Elementary|Public|English|266
B66052|Toronto DSB|089486|Cedar Drive Jr PS|Elementary|Public|English|723
B66052|Toronto DSB|899178|Cedarbrae CI|Secondary|Public|English|1,205
B66052|Toronto DSB|089770|Cedarbrook PS|Elementary|Public|English|509
B66052|Toronto DSB|090034|Cedarvale Community S|Elementary|Public|English|402
B66052|Toronto DSB|090298|Centennial Road Junior PS|Elementary|Public|English|251
B66052|Toronto DSB|952842|Central Etobicoke HS|Secondary|Public|English|144
B66052|Toronto DSB|900087|Central TS|Secondary|Public|English|1,361
B66052|Toronto DSB|899437|Central Toronto Academy|Secondary|Public|English|456
B66052|Toronto DSB|100048|Chalkfarm PS|Elementary|Public|English|194
B66052|Toronto DSB|101605|Charles E Webster PS|Elementary|Public|English|426
B66052|Toronto DSB|101737|Charles G Fraser Jr PS|Elementary|Public|English|240
B66052|Toronto DSB|101796|Charles Gordon Sr PS|Elementary|Public|English|355
B66052|Toronto DSB|151262|Charles H Best Middle S|Elementary|Public|English|309
B66052|Toronto DSB|102440|Charlottetown Jr PS|Elementary|Public|English|431
B66052|Toronto DSB|102580|Chartland Jr PS|Elementary|Public|English|219
B66052|Toronto DSB|105694|Cherokee PS|Elementary|Public|English|203
B66052|Toronto DSB|106151|Chester E S|Elementary|Public|English|445
B66052|Toronto DSB|106178|Chester Le Jr PS|Elementary|Public|English|146
B66052|Toronto DSB|493104|Chief Dan George PS|Elementary|Public|English|347
B66052|Toronto DSB|106410|Chine Drive PS|Elementary|Public|English|156
B66052|Toronto DSB|107190|Church Street Jr PS|Elementary|Public|English|437
B66052|Toronto DSB|107581|Churchill Heights PS|Elementary|Public|English|404
B66052|Toronto DSB|107328|Churchill PS|Elementary|Public|English|434
B66052|Toronto DSB|901474|City School|Secondary|Public|English|145
B66052|Toronto DSB|107808|City View Alternative Sr S|Elementary|Public|English|56
B66052|Toronto DSB|107948|Claireville Jr S|Elementary|Public|English|303
B66052|Toronto DSB|107972|Clairlea PS|Elementary|Public|English|592
B66052|Toronto DSB|084352|Claude Watson School for the Arts|Elementary|Public|English|300
B66052|Toronto DSB|111740|Cliffside PS|Elementary|Public|English|128
B66052|Toronto DSB|111775|Cliffwood PS|Elementary|Public|English|383
B66052|Toronto DSB|113174|Clinton Street Jr PS|Elementary|Public|English|396
B66052|Toronto DSB|902640|Contact Alternative School|Secondary|Public|English|183
B66052|Toronto DSB|123056|Cordella Jr PS|Elementary|Public|English|134
B66052|Toronto DSB|123315|Cornell Jr PS|Elementary|Public|English|745
B66052|Toronto DSB|125008|Corvette Jr PS|Elementary|Public|English|548
B66052|Toronto DSB|125130|Cosburn Md S|Elementary|Public|English|671
B66052|Toronto DSB|125393|Cottingham Jr PS|Elementary|Public|English|150
B66052|Toronto DSB|125520|Courcelette PS|Elementary|Public|English|326
B66052|Toronto DSB|127680|Crescent Town E S|Elementary|Public|English|631
B66052|Toronto DSB|127736|Cresthaven PS|Elementary|Public|English|199
B66052|Toronto DSB|127884|Crestview PS|Elementary|Public|English|407
B66052|Toronto DSB|411264|Cummer Valley Md S|Elementary|Public|English|476
B66052|Toronto DSB|413470|D A Morrison Md S|Elementary|Public|English|310
B66052|Toronto DSB|133060|Dallington PS|Elementary|Public|English|555
B66052|Toronto DSB|903469|Danforth CI & TS|Secondary|Public|English|878
B66052|Toronto DSB|133582|Danforth Gardens PS|Elementary|Public|English|507
B66052|Toronto DSB|134627|David Hornell Jr S|Elementary|Public|English|227
B66052|Toronto DSB|134848|David Lewis PS|Elementary|Public|English|462
B66052|Toronto DSB|903590|David and Mary Thomson CI|Secondary|Public|English|980
B66052|Toronto DSB|135011|Davisville Jr PS|Elementary|Public|English|561
B66052|Toronto DSB|135534|Daystrom PS|Elementary|Public|English|459
B66052|Toronto DSB|135798|Deer Park Jr & Sr PS|Elementary|Public|English|479
B66052|Toronto DSB|892483|Delphi Secondary Alternative S|Secondary|Public|English|119
B66052|Toronto DSB|138975|Delta Senior Alternative S|Elementary|Public|English|60
B66052|Toronto DSB|137030|Denlow PS|Elementary|Public|English|392
B66052|Toronto DSB|137090|Dennis Avenue Community S|Elementary|Public|English|136
B66052|Toronto DSB|139041|Derrydown PS|Elementary|Public|English|455
B66052|Toronto DSB|139955|Dewson Street Jr PS|Elementary|Public|English|488
B66052|Toronto DSB|448052|Diefenbaker E S|Elementary|Public|English|402
B66052|Toronto DSB|140996|Dixon Grove Jr Md S|Elementary|Public|English|655
B66052|Toronto DSB|904112|Don Mills CI|Secondary|Public|English|1,119
B66052|Toronto DSB|141380|Don Mills Md S|Elementary|Public|English|373
B66052|Toronto DSB|141410|Don Valley Jr HS|Elementary|Public|English|136
B66052|Toronto DSB|141640|Donview Md S|Elementary|Public|English|379
B66052|Toronto DSB|141771|Donwood Park PS|Elementary|Public|English|716
B66052|Toronto DSB|142816|Dorset Park PS|Elementary|Public|English|237
B66052|Toronto DSB|145548|Dovercourt PS|Elementary|Public|English|366
B66052|Toronto DSB|146978|Downsview PS|Elementary|Public|English|182
B66052|Toronto DSB|904635|Downsview SS|Secondary|Public|English|560
B66052|Toronto DSB|014001|Downtown Alternative S|Elementary|Public|English|114
B66052|Toronto DSB|491997|Downtown Vocal Music Academy of Toronto|Elementary|Public|English|50
B66052|Toronto DSB|147605|Dr Marion Hilliard Sr PS|Elementary|Public|English|317
B66052|Toronto DSB|937592|Dr Norman Bethune CI|Secondary|Public|English|1,050
B66052|Toronto DSB|922706|Drewry SS|Secondary|Public|English|130
B66052|Toronto DSB|149055|Driftwood PS|Elementary|Public|English|465
B66052|Toronto DSB|612634|Dublin Heights E & Md S|Elementary|Public|English|710
B66052|Toronto DSB|151653|Duke of Connaught Jr & Sr PS|Elementary|Public|English|858
B66052|Toronto DSB|153214|Dundas Jr PS|Elementary|Public|English|344
B66052|Toronto DSB|153478|Dunlace PS|Elementary|Public|English|446
B66052|Toronto DSB|157635|Earl Beatty Jr & Sr PS|Elementary|Public|English|444
B66052|Toronto DSB|157899|Earl Grey Sr PS|Elementary|Public|English|421
B66052|Toronto DSB|158020|Earl Haig PS|Elementary|Public|English|558
B66052|Toronto DSB|906450|Earl Haig SS|Secondary|Public|English|2,038
B66052|Toronto DSB|156132|East Alternative School of Toronto|Elementary|Public|English|65
B66052|Toronto DSB|906875|East York Alternative SS|Secondary|Public|English|126
B66052|Toronto DSB|906840|East York CI|Secondary|Public|English|985
B66052|Toronto DSB|907103|Eastdale CI|Secondary|Public|English|131
B66052|Toronto DSB|164399|Eastview PS|Elementary|Public|English|403
B66052|Toronto DSB|164780|Eatonville Jr S|Elementary|Public|English|234
B66052|Toronto DSB|165824|Edgewood PS|Elementary|Public|English|227
B66052|Toronto DSB|167517|Eglinton Jr PS|Elementary|Public|English|567
B66052|Toronto DSB|171026|Elia Md S|Elementary|Public|English|381
B66052|Toronto DSB|171280|Elizabeth Simcoe Jr PS|Elementary|Public|English|262
B66052|Toronto DSB|173363|Elkhorn PS|Elementary|Public|English|410
B66052|Toronto DSB|173495|Ellesmere-Statton PS|Elementary|Public|English|622
B66052|Toronto DSB|176796|Elmbank Junior Middle Academy|Elementary|Public|English|348
B66052|Toronto DSB|177261|Elmlea Jr S|Elementary|Public|English|424
B66052|Toronto DSB|908665|Emery CI|Secondary|Public|English|673
B66052|Toronto DSB|954167|Emery EdVance SS|Secondary|Public|English|122
B66052|Toronto DSB|329134|Emily Carr PS|Elementary|Public|English|318
B66052|Toronto DSB|126195|Equinox Holistic Alternative S|Elementary|Public|English|189
B66052|Toronto DSB|185680|Ernest PS|Elementary|Public|English|143
B66052|Toronto DSB|186759|Essex Jr & Sr PS|Elementary|Public|English|276
B66052|Toronto DSB|909572|Etobicoke CI|Secondary|Public|English|969
B66052|Toronto DSB|909602|Etobicoke School of the Arts|Secondary|Public|English|955
B66052|Toronto DSB|924246|Etobicoke Year Round Alternative Centre|Secondary|Public|English|33
B66052|Toronto DSB|190780|F H Miller Jr PS|Elementary|Public|English|115
B66052|Toronto DSB|361348|Fairbank Memorial Community S|Elementary|Public|English|163
B66052|Toronto DSB|190918|Fairbank PS|Elementary|Public|English|258
B66052|Toronto DSB|191485|Fairglen Jr PS|Elementary|Public|English|306
B66052|Toronto DSB|191957|Fairmount PS|Elementary|Public|English|435
B66052|Toronto DSB|193518|Faywood Arts-Based Curriculum S|Elementary|Public|English|465
B66052|Toronto DSB|195073|Fenside PS|Elementary|Public|English|296
B66052|Toronto DSB|195464|Fern Avenue Jr & Sr PS|Elementary|Public|English|672
B66052|Toronto DSB|196371|Finch PS|Elementary|Public|English|324
B66052|Toronto DSB|196550|Firgrove PS|Elementary|Public|English|430
B66052|Toronto DSB|589896|First Nations School of Toronto|Elementary|Public|English|126
B66052|Toronto DSB|197319|Fisherville Sr PS|Elementary|Public|English|184
B66052|Toronto DSB|198781|Fleming PS|Elementary|Public|English|270
B66052|Toronto DSB|198846|Flemington PS|Elementary|Public|English|235
B66052|Toronto DSB|910481|Forest Hill CI|Secondary|Public|English|982
B66052|Toronto DSB|286850|Forest Hill Jr & Sr PS|Elementary|Public|English|795
B66052|Toronto DSB|201510|Forest Manor PS|Elementary|Public|English|736
B66052|Toronto DSB|911070|Frank Oke SS|Secondary|Public|English|101
B66052|Toronto DSB|203262|Frankland Community School|Elementary|Public|English|370
B66052|Toronto DSB|511195|Fraser Mustard Early Learning Academy|Elementary|Public|English|664
B66052|Toronto DSB|207942|Galloway Road PS|Elementary|Public|English|190
B66052|Toronto DSB|020486|Garden Avenue Jr PS|Elementary|Public|English|289
B66052|Toronto DSB|210714|Gateway PS|Elementary|Public|English|884
B66052|Toronto DSB|211060|General Brock PS|Elementary|Public|English|437
B66052|Toronto DSB|211320|General Crerar PS|Elementary|Public|English|354
B66052|Toronto DSB|211451|General Mercer Jr PS|Elementary|Public|English|202
B66052|Toronto DSB|211842|George Anderson PS|Elementary|Public|English|200
B66052|Toronto DSB|211974|George B Little PS|Elementary|Public|English|432
B66052|Toronto DSB|912174|George Harvey CI|Secondary|Public|English|533
B66052|Toronto DSB|212750|George P Mackie Jr PS|Elementary|Public|English|139
B66052|Toronto DSB|212881|George Peck PS|Elementary|Public|English|239
B66052|Toronto DSB|213144|George R Gauld Jr S|Elementary|Public|English|150
B66052|Toronto DSB|912301|George S Henry Academy|Secondary|Public|English|491
B66052|Toronto DSB|213403|George Syme Community S|Elementary|Public|English|392
B66052|Toronto DSB|213535|George Webster E S|Elementary|Public|English|692
B66052|Toronto DSB|912360|Georges Vanier SS|Secondary|Public|English|719
B66052|Toronto DSB|216003|Givins/Shaw Jr PSe|Elementary|Public|English|335
B66052|Toronto DSB|216402|Glamorgan Jr PS|Elementary|Public|English|560
B66052|Toronto DSB|216780|Gledhill Jr PS|Elementary|Public|English|521
B66052|Toronto DSB|216917|Glen Ames Sr PS|Elementary|Public|English|471
B66052|Toronto DSB|217697|Glen Park PS|Elementary|Public|English|487
B66052|Toronto DSB|217824|Glen Ravine Jr PS|Elementary|Public|English|302
B66052|Toronto DSB|220345|Glenview Sr PS|Elementary|Public|English|737
B66052|Toronto DSB|221597|Golf Road Jr PS|Elementary|Public|English|316
B66052|Toronto DSB|529567|Gordon A Brown Md S|Elementary|Public|English|359
B66052|Toronto DSB|223158|Gosford PS|Elementary|Public|English|279
B66052|Toronto DSB|225622|Gracedale PS|Elementary|Public|English|671
B66052|Toronto DSB|225886|Gracefield PS|Elementary|Public|English|211
B66052|Toronto DSB|229580|Greenholme Jr Md S|Elementary|Public|English|325
B66052|Toronto DSB|229652|Greenland PS|Elementary|Public|English|162
B66052|Toronto DSB|943940|Greenwood SS|Secondary|Public|English|214
B66052|Toronto DSB|230820|Grenoble PS|Elementary|Public|English|904
B66052|Toronto DSB|232262|Grey Owl Jr PS|Elementary|Public|English|253
B66052|Toronto DSB|232904|Guildwood Jr PS|Elementary|Public|English|116
B66052|Toronto DSB|233161|Gulfstream PS|Elementary|Public|English|575
B66052|Toronto DSB|236675|H A Halbert Jr PS|Elementary|Public|English|235
B66052|Toronto DSB|551325|H J Alexander Community S|Elementary|Public|English|589
B66052|Toronto DSB|915688|Harbord CI|Secondary|Public|English|1,059
B66052|Toronto DSB|245380|Harrison PS|Elementary|Public|English|207
B66052|Toronto DSB|249807|Harwood PS|Elementary|Public|English|155
B66052|Toronto DSB|237655|Hawthorne II Bilingual Alternative Jr S|Elementary|Public|English|200
B66052|Toronto DSB|252271|Heather Heights Jr PS|Elementary|Public|English|166
B66052|Toronto DSB|252816|Henry Hudson Sr PS|Elementary|Public|English|310
B66052|Toronto DSB|252832|Henry Kelsey Sr PS|Elementary|Public|English|297
B66052|Toronto DSB|253405|Heritage Park PS|Elementary|Public|English|307
B66052|Toronto DSB|916463|Heydon Park SS|Secondary|Public|English|155
B66052|Toronto DSB|255416|High Park Alternative School Jr|Elementary|Public|English|149
B66052|Toronto DSB|255467|Highcastle PS|Elementary|Public|English|331
B66052|Toronto DSB|255521|Highfield Jr S|Elementary|Public|English|694
B66052|Toronto DSB|255785|Highland Creek PS|Elementary|Public|English|146
B66052|Toronto DSB|255378|Highland Heights Jr PS|Elementary|Public|English|158
B66052|Toronto DSB|255947|Highland Jr HS|Elementary|Public|English|389
B66052|Toronto DSB|256170|Highview PS|Elementary|Public|English|164
B66052|Toronto DSB|257214|Hillcrest Community S|Elementary|Public|English|368
B66052|Toronto DSB|258970|Hillmount PS|Elementary|Public|English|235
B66052|Toronto DSB|259551|Hilltop Md S|Elementary|Public|English|547
B66052|Toronto DSB|261246|Hodgson Sr PS|Elementary|Public|English|336
B66052|Toronto DSB|263010|Hollycrest Md S|Elementary|Public|English|422
B66052|Toronto DSB|263060|Hollywood PS|Elementary|Public|English|411
B66052|Toronto DSB|264695|Horizon Alternative Sr S|Elementary|Public|English|72
B66052|Toronto DSB|266051|Howard Jr PS|Elementary|Public|English|549
B66052|Toronto DSB|270504|Humber Summit Md S|Elementary|Public|English|479
B66052|Toronto DSB|270342|Humber Valley Village Jr Md S|Elementary|Public|English|351
B66052|Toronto DSB|270474|Humbercrest PS|Elementary|Public|English|717
B66052|Toronto DSB|917630|Humberside CI|Secondary|Public|English|1,135
B66052|Toronto DSB|272280|Humberwood Downs Junior Middle Academy|Elementary|Public|English|889
B66052|Toronto DSB|270997|Humewood Community S|Elementary|Public|English|571
B66052|Toronto DSB|272426|Hunter's Glen Jr PS|Elementary|Public|English|377
B66052|Toronto DSB|274119|Huron Street Jr PS|Elementary|Public|English|408
B66052|Toronto DSB|275158|Indian Road Crescent Jr PS|Elementary|Public|English|336
B66052|Toronto DSB|918237|Inglenook Community S|Secondary|Public|English|59
B66052|Toronto DSB|275280|Inglewood Heights Jr PS|Elementary|Public|English|228
B66052|Toronto DSB|277754|Ionview PS|Elementary|Public|English|388
B66052|Toronto DSB|278165|Iroquois Jr PS|Elementary|Public|English|305
B66052|Toronto DSB|278793|Island Public/Natural Science S|Elementary|Public|English|239
B66052|Toronto DSB|278920|Islington Jr Md S|Elementary|Public|English|490
B66052|Toronto DSB|279374|J B Tyrrell Sr PS|Elementary|Public|English|393
B66052|Toronto DSB|279706|J G Workman PS|Elementary|Public|English|217
B66052|Toronto DSB|284645|J R Wilcox Community S|Elementary|Public|English|311
B66052|Toronto DSB|280917|Jack Miner Sr PS|Elementary|Public|English|171
B66052|Toronto DSB|280879|Jackman Avenue Jr PS|Elementary|Public|English|653
B66052|Toronto DSB|282049|James S Bell Jr Md S|Elementary|Public|English|467
B66052|Toronto DSB|918547|Jarvis CI|Secondary|Public|English|729
B66052|Toronto DSB|086698|Jean Augustine Girls' Leadership Academy|Elementary|Public|English|<10
B66052|Toronto DSB|282693|Jesse Ketchum Jr & Sr PS|Elementary|Public|English|452
B66052|Toronto DSB|283088|John A Leslie PS|Elementary|Public|English|543
B66052|Toronto DSB|283371|John Buchan Sr PS|Elementary|Public|English|232
B66052|Toronto DSB|283436|John D Parker Jr S|Elementary|Public|English|541
B66052|Toronto DSB|283479|John English Jr Md S|Elementary|Public|English|902
B66052|Toronto DSB|283606|John Fisher Jr PS|Elementary|Public|English|490
B66052|Toronto DSB|283738|John G Althouse Md S|Elementary|Public|English|530
B66052|Toronto DSB|493090|John G Diefenbaker PS|Elementary|Public|English|239
B66052|Toronto DSB|284203|John McCrae PS|Elementary|Public|English|642
B66052|Toronto DSB|906736|John Polanyi CI|Secondary|Public|English|896
B66052|Toronto DSB|284904|John Ross Robertson Jr PS|Elementary|Public|English|593
B66052|Toronto DSB|285293|John Wanless Jr PS|Elementary|Public|English|721
B66052|Toronto DSB|286060|Joseph Brant Sr PS|Elementary|Public|English|557
B66052|Toronto DSB|286125|Joseph Howe Sr PS|Elementary|Public|English|320
B66052|Toronto DSB|286206|Joyce PS|Elementary|Public|English|284
B66052|Toronto DSB|382068|Karen Kain School of the Arts|Elementary|Public|English|177
B66052|Toronto DSB|288411|Keele Street PS|Elementary|Public|English|491
B66052|Toronto DSB|288543|Keelesdale Jr PS|Elementary|Public|English|149
B66052|Toronto DSB|536482|Kennedy PS|Elementary|Public|English|619
B66052|Toronto DSB|289817|Kensington Community School|Elementary|Public|English|147
B66052|Toronto DSB|291277|Kew Beach Jr PS|Elementary|Public|English|523
B66052|Toronto DSB|291927|Kimberley Jr PS|Elementary|Public|English|271
B66052|Toronto DSB|294780|King Edward Jr & Sr PS|Elementary|Public|English|539
B66052|Toronto DSB|296473|King George Jr PS|Elementary|Public|English|193
B66052|Toronto DSB|300110|Kingslake PS|Elementary|Public|English|237
B66052|Toronto DSB|300373|Kingsview Village Jr S|Elementary|Public|English|524
B66052|Toronto DSB|920231|Kipling CI|Secondary|Public|English|400
B66052|Toronto DSB|302589|Knob Hill PS|Elementary|Public|English|461
B66052|Toronto DSB|920576|L'Amoreaux CI|Secondary|Public|English|582
B66052|Toronto DSB|921092|Lakeshore CI|Secondary|Public|English|654
B66052|Toronto DSB|305316|Lamberton PS|Elementary|Public|English|306
B66052|Toronto DSB|305570|Lambton Kingsway Jr Md S|Elementary|Public|English|619
B66052|Toronto DSB|305707|Lambton Park Community S|Elementary|Public|English|137
B66052|Toronto DSB|308048|Lanor Jr Md S|Elementary|Public|English|233
B66052|Toronto DSB|310255|Lawrence Heights Md S|Elementary|Public|English|193
B66052|Toronto DSB|922056|Lawrence Park CI|Secondary|Public|English|1,215
B66052|Toronto DSB|922315|Leaside HS|Secondary|Public|English|933
B66052|Toronto DSB|310905|Ledbury Park E & Md S|Elementary|Public|English|509
B66052|Toronto DSB|311553|Lescon PS|Elementary|Public|English|220
B66052|Toronto DSB|311812|Leslieville Jr PS|Elementary|Public|English|366
B66052|Toronto DSB|922498|Lester B Pearson CI|Secondary|Public|English|1,363
B66052|Toronto DSB|130850|Lester B Pearson E S|Elementary|Public|English|519
B66052|Toronto DSB|312339|Lillian PS|Elementary|Public|English|323
B66052|Toronto DSB|320919|Lord Dufferin Jr & Sr PS|Elementary|Public|English|502
B66052|Toronto DSB|308560|Lord Lansdowne Jr & Sr PS|Elementary|Public|English|265
B66052|Toronto DSB|321699|Lord Roberts Jr PS|Elementary|Public|English|407
B66052|Toronto DSB|324647|Lucy Maud Montgomery PS|Elementary|Public|English|214
B66052|Toronto DSB|675326|Lucy McCormick Sr S|Elementary|Public|English|76
B66052|Toronto DSB|326372|Lynngate Jr PS|Elementary|Public|English|168
B66052|Toronto DSB|326500|Lynnwood Heights Jr PS|Elementary|Public|English|136
B66052|Toronto DSB|364703|Macklin PS|Elementary|Public|English|514
B66052|Toronto DSB|924520|Malvern CI|Secondary|Public|English|1,063
B66052|Toronto DSB|331635|Malvern Jr PS|Elementary|Public|English|409
B66052|Toronto DSB|331830|Manhattan Park Jr PS|Elementary|Public|English|114
B66052|Toronto DSB|335606|Maple Leaf PS|Elementary|Public|English|234
B66052|Toronto DSB|924695|Maplewood HS|Secondary|Public|English|182
B66052|Toronto DSB|933198|Marc Garneau CI|Secondary|Public|English|1,714
B66052|Toronto DSB|342190|Market Lane Jr & Sr PS|Elementary|Public|English|324
B66052|Toronto DSB|925136|Martingrove CI|Secondary|Public|English|1,183
B66052|Toronto DSB|348511|Mary Shadd PS|Elementary|Public|English|464
B66052|Toronto DSB|346527|Maryvale PS|Elementary|Public|English|268
B66052|Toronto DSB|346659|Mason Road Jr PS|Elementary|Public|English|378
B66052|Toronto DSB|349127|Maurice Cody Jr PS|Elementary|Public|English|668
B66052|Toronto DSB|352632|McKee PS|Elementary|Public|English|767
B66052|Toronto DSB|354716|McMurrich Jr PS|Elementary|Public|English|512
B66052|Toronto DSB|356662|Meadowvale PS|Elementary|Public|English|258
B66052|Toronto DSB|360198|Melody Village Jr S|Elementary|Public|English|224
B66052|Toronto DSB|364690|Military Trail PS|Elementary|Public|English|477
B66052|Toronto DSB|364746|Mill Valley Jr S|Elementary|Public|English|169
B66052|Toronto DSB|365793|Milliken PS|Elementary|Public|English|291
B66052|Toronto DSB|365769|Millwood Jr S|Elementary|Public|English|453
B66052|Toronto DSB|365890|Milne Valley Md S|Elementary|Public|English|545
B66052|Toronto DSB|927384|Monarch Park CI|Secondary|Public|English|846
B66052|Toronto DSB|371351|Montrose Jr PS|Elementary|Public|English|148
B66052|Toronto DSB|373559|Morrish PS|Elementary|Public|English|310
B66052|Toronto DSB|374733|Morse Street Jr PS|Elementary|Public|English|478
B66052|Toronto DSB|336580|Mountview Alternative School Jr|Elementary|Public|English|101
B66052|Toronto DSB|378577|Muirhead PS|Elementary|Public|English|194
B66052|Toronto DSB|927708|Native Learning Centre|Secondary|Public|English|38
B66052|Toronto DSB|915166|Native Learning Centre East|Secondary|Public|English|15
B66052|Toronto DSB|433624|Nelson Mandela Park PS|Elementary|Public|English|328
B66052|Toronto DSB|928810|Newtonbrook SS|Secondary|Public|English|898
B66052|Toronto DSB|384879|Niagara Street Jr PS|Elementary|Public|English|224
B66052|Toronto DSB|400734|Norman Cook Jr PS|Elementary|Public|English|147
B66052|Toronto DSB|400866|Norman Ingram PS|Elementary|Public|English|215
B66052|Toronto DSB|402940|Norseman Jr Md S|Elementary|Public|English|747
B66052|Toronto DSB|403075|North Agincourt Jr PS|Elementary|Public|English|349
B66052|Toronto DSB|929468|North Albion CI|Secondary|Public|English|929
B66052|Toronto DSB|403202|North Bendale Jr PS|Elementary|Public|English|162
B66052|Toronto DSB|403237|North Bridlewood Jr PS|Elementary|Public|English|231
B66052|Toronto DSB|966722|North East Year Round Alternative Centre|Secondary|Public|English|29
B66052|Toronto DSB|407291|North Kipling Jr Md S|Elementary|Public|English|742
B66052|Toronto DSB|409570|North Preparatory Jr PS|Elementary|Public|English|198
B66052|Toronto DSB|930504|North Toronto CI|Secondary|Public|English|1,265
B66052|Toronto DSB|932812|North West Year Round Alternative Centre|Secondary|Public|English|77
B66052|Toronto DSB|930768|Northern SS|Secondary|Public|English|1,803
B66052|Toronto DSB|411132|Northlea E & Md S|Elementary|Public|English|747
B66052|Toronto DSB|931020|Northview Heights SS|Secondary|Public|English|1,689
B66052|Toronto DSB|411914|Norway Jr PS|Elementary|Public|English|302
B66052|Toronto DSB|413305|O'Connor PS|Elementary|Public|English|166
B66052|Toronto DSB|413739|Oakdale Park Md S|Elementary|Public|English|430
B66052|Toronto DSB|414387|Oakridge Jr PS|Elementary|Public|English|664
B66052|Toronto DSB|932191|Oakwood CI|Secondary|Public|English|423
B66052|Toronto DSB|932116|Oasis Alternative|Secondary|Public|English|109
B66052|Toronto DSB|415812|Ogden Jr PS|Elementary|Public|English|201
B66052|Toronto DSB|419710|Orde Street Jr PS|Elementary|Public|English|401
B66052|Toronto DSB|421537|Oriole Park Jr PS|Elementary|Public|English|307
B66052|Toronto DSB|427772|Ossington/Old Orchard Jr PS|Elementary|Public|English|298
B66052|Toronto DSB|429333|Owen PS|Elementary|Public|English|631
B66052|Toronto DSB|432326|Palmerston Avenue Jr PS|Elementary|Public|English|465
B66052|Toronto DSB|432849|Pape Avenue Jr PS|Elementary|Public|English|385
B66052|Toronto DSB|431656|Park Lane PS|Elementary|Public|English|59
B66052|Toronto DSB|433756|Park Lawn Jr & Md S|Elementary|Public|English|481
B66052|Toronto DSB|933759|Parkdale CI|Secondary|Public|English|520
B66052|Toronto DSB|434140|Parkdale Jr & Sr PS|Elementary|Public|English|531
B66052|Toronto DSB|434400|Parkfield Jr S|Elementary|Public|English|275
B66052|Toronto DSB|435180|Parkside E S|Elementary|Public|English|159
B66052|Toronto DSB|939480|Parkview Alternative School|Secondary|Public|English|81
B66052|Toronto DSB|437581|Pauline Johnson Jr PS|Elementary|Public|English|289
B66052|Toronto DSB|437522|Pauline Jr PS|Elementary|Public|English|278
B66052|Toronto DSB|439479|Pelmo Park PS|Elementary|Public|English|247
B66052|Toronto DSB|438014|Percy Williams Jr PS|Elementary|Public|English|319
B66052|Toronto DSB|441554|Perth Avenue Jr PS|Elementary|Public|English|326
B66052|Toronto DSB|443697|Pierre Laporte Md S|Elementary|Public|English|401
B66052|Toronto DSB|445525|Pineway PS|Elementary|Public|English|128
B66052|Toronto DSB|448575|Pleasant PS|Elementary|Public|English|425
B66052|Toronto DSB|448958|Pleasant View Jr HS|Elementary|Public|English|213
B66052|Toronto DSB|935476|Pleasant View Jr HS|Secondary|Public|English|91
B66052|Toronto DSB|450138|Poplar Road Jr PS|Elementary|Public|English|212
B66052|Toronto DSB|451320|Port Royal PS|Elementary|Public|English|376
B66052|Toronto DSB|450332|Portage Trail Community S|Elementary|Public|English|611
B66052|Toronto DSB|452343|Presteign Heights E S|Elementary|Public|English|224
B66052|Toronto DSB|457809|Princess Margaret Jr S|Elementary|Public|English|334
B66052|Toronto DSB|461830|Queen Alexandra Md S|Elementary|Public|English|277
B66052|Toronto DSB|465739|Queen Victoria Jr PS|Elementary|Public|English|806
B66052|Toronto DSB|467162|Quest Alternative S Sr|Elementary|Public|English|69
B66052|Toronto DSB|937266|R H King Academy|Secondary|Public|English|1,188
B66052|Toronto DSB|467685|R H McGregor E S|Elementary|Public|English|778
B66052|Toronto DSB|467812|R J Lang E & Md S|Elementary|Public|English|495
